time,state,label
Sat May 09 23:49:59 +0000 2020,wa,1
Sat May 09 23:49:56 +0000 2020,ca,1
Sat May 09 23:49:53 +0000 2020,ca,1
Sat May 09 23:49:53 +0000 2020,oh,-1
Sat May 09 23:49:51 +0000 2020,pa,-1
Sat May 09 23:49:48 +0000 2020,tx,-1
Sat May 09 23:49:46 +0000 2020,or,1
Sat May 09 23:49:44 +0000 2020,ny,-1
Sat May 09 23:49:42 +0000 2020,sc,1
Sat May 09 23:49:41 +0000 2020,az,1
Sat May 09 23:49:37 +0000 2020,mi,1
Sat May 09 23:49:33 +0000 2020,va,1
Sat May 09 23:49:31 +0000 2020,ia,-1
Sat May 09 23:49:26 +0000 2020,pr,-1
Sat May 09 23:49:26 +0000 2020,ca,1
Sat May 09 23:49:20 +0000 2020,ca,-1
Sat May 09 23:49:18 +0000 2020,dc,-1
Sat May 09 23:49:16 +0000 2020,va,1
Sat May 09 23:49:15 +0000 2020,ny,-1
Sat May 09 23:49:06 +0000 2020,tx,1
Sat May 09 23:49:06 +0000 2020,dc,1
Sat May 09 23:49:05 +0000 2020,tx,1
Sat May 09 23:49:04 +0000 2020,or,-1
Sat May 09 23:49:02 +0000 2020,nc,-1
Sat May 09 23:49:02 +0000 2020,md,-1
Sat May 09 23:48:56 +0000 2020,ct,1
Sat May 09 23:48:52 +0000 2020,ny,1
Sat May 09 23:48:52 +0000 2020,az,-1
Sat May 09 23:48:49 +0000 2020,ma,1
Sat May 09 23:48:37 +0000 2020,va,-1
Sat May 09 23:48:34 +0000 2020,nj,-1
Sat May 09 23:48:32 +0000 2020,ny,1
Sat May 09 23:48:25 +0000 2020,ny,1
Sat May 09 23:48:16 +0000 2020,ny,-1
Sat May 09 23:48:16 +0000 2020,id,1
Sat May 09 23:48:14 +0000 2020,az,1
Sat May 09 23:48:11 +0000 2020,tn,1
Sat May 09 23:48:07 +0000 2020,in,1
Sat May 09 23:48:06 +0000 2020,va,1
Sat May 09 23:48:05 +0000 2020,tx,1
Sat May 09 23:48:03 +0000 2020,wa,-1
Sat May 09 23:48:01 +0000 2020,ar,-1
Sat May 09 23:48:01 +0000 2020,ma,1
Sat May 09 23:47:58 +0000 2020,oh,1
Sat May 09 23:47:52 +0000 2020,ca,1
Sat May 09 23:47:52 +0000 2020,ca,-1
Sat May 09 23:47:51 +0000 2020,ca,1
Sat May 09 23:47:51 +0000 2020,in,1
Sat May 09 23:47:48 +0000 2020,tn,1
Sat May 09 23:47:39 +0000 2020,dc,1
Sat May 09 23:47:33 +0000 2020,nc,1
Sat May 09 23:47:31 +0000 2020,me,1
Sat May 09 23:47:28 +0000 2020,fl,1
Sat May 09 23:47:27 +0000 2020,ga,1
Sat May 09 23:47:27 +0000 2020,tx,-1
Sat May 09 23:47:24 +0000 2020,az,-1
Sat May 09 23:47:19 +0000 2020,mo,1
Sat May 09 23:47:17 +0000 2020,ca,1
Sat May 09 23:47:16 +0000 2020,md,1
Sat May 09 23:47:15 +0000 2020,in,-1
Sat May 09 23:47:13 +0000 2020,or,-1
Sat May 09 23:47:07 +0000 2020,al,1
Sat May 09 23:47:05 +0000 2020,mi,1
Sat May 09 23:47:01 +0000 2020,ca,1
Sat May 09 23:46:58 +0000 2020,me,-1
Sat May 09 23:46:53 +0000 2020,nj,-1
Sat May 09 23:46:52 +0000 2020,ca,1
Sat May 09 23:46:52 +0000 2020,ga,-1
Sat May 09 23:46:51 +0000 2020,fl,-1
Sat May 09 23:46:51 +0000 2020,ga,-1
Sat May 09 23:46:51 +0000 2020,ny,1
Sat May 09 23:46:36 +0000 2020,va,-1
Sat May 09 23:46:32 +0000 2020,az,-1
Sat May 09 23:46:30 +0000 2020,nj,-1
Sat May 09 23:46:27 +0000 2020,ca,-1
Sat May 09 23:46:25 +0000 2020,md,1
Sat May 09 23:46:24 +0000 2020,nm,-1
Sat May 09 23:46:24 +0000 2020,ks,1
Sat May 09 23:46:24 +0000 2020,ca,1
Sat May 09 23:46:23 +0000 2020,nj,1
Sat May 09 23:46:22 +0000 2020,tx,1
Sat May 09 23:46:22 +0000 2020,in,-1
Sat May 09 23:46:22 +0000 2020,ca,-1
Sat May 09 23:46:15 +0000 2020,pa,-1
Sat May 09 23:46:13 +0000 2020,va,1
Sat May 09 23:46:11 +0000 2020,ca,-1
Sat May 09 23:46:08 +0000 2020,va,-1
Sat May 09 23:46:08 +0000 2020,pa,-1
Sat May 09 23:46:07 +0000 2020,nj,1
Sat May 09 23:46:04 +0000 2020,tx,1
Sat May 09 23:46:03 +0000 2020,tx,1
Sat May 09 23:46:02 +0000 2020,nh,-1
Sat May 09 23:46:01 +0000 2020,pa,1
Sat May 09 23:45:57 +0000 2020,mo,1
Sat May 09 23:45:57 +0000 2020,az,1
Sat May 09 23:45:52 +0000 2020,md,-1
Sat May 09 23:45:52 +0000 2020,pa,-1
Sat May 09 23:45:47 +0000 2020,ca,-1
Sat May 09 23:45:46 +0000 2020,mi,1
Sat May 09 23:45:46 +0000 2020,mi,-1
Sat May 09 23:45:46 +0000 2020,va,1
Sat May 09 23:45:46 +0000 2020,az,1
Sat May 09 23:45:44 +0000 2020,va,-1
Sat May 09 23:45:44 +0000 2020,ca,1
Sat May 09 23:45:43 +0000 2020,ny,-1
Sat May 09 23:45:42 +0000 2020,ga,-1
Sat May 09 23:45:40 +0000 2020,nc,-1
Sat May 09 23:45:40 +0000 2020,va,1
Sat May 09 23:45:38 +0000 2020,md,-1
Sat May 09 23:45:38 +0000 2020,nh,-1
Sat May 09 23:45:36 +0000 2020,ma,1
Sat May 09 23:45:35 +0000 2020,nv,-1
Sat May 09 23:45:35 +0000 2020,ut,-1
Sat May 09 23:45:32 +0000 2020,il,-1
Sat May 09 23:45:24 +0000 2020,ny,1
Sat May 09 23:45:22 +0000 2020,il,1
Sat May 09 23:45:20 +0000 2020,ny,1
Sat May 09 23:45:18 +0000 2020,fl,1
Sat May 09 23:45:17 +0000 2020,nc,1
Sat May 09 23:45:12 +0000 2020,mo,1
Sat May 09 23:45:11 +0000 2020,tx,1
Sat May 09 23:45:08 +0000 2020,pa,1
Sat May 09 23:45:05 +0000 2020,ny,-1
Sat May 09 23:45:04 +0000 2020,oh,1
Sat May 09 23:45:00 +0000 2020,oh,-1
Sat May 09 23:44:52 +0000 2020,ga,1
Sat May 09 23:44:48 +0000 2020,ky,1
Sat May 09 23:44:47 +0000 2020,nv,1
Sat May 09 23:44:43 +0000 2020,az,1
Sat May 09 23:44:38 +0000 2020,oh,1
Sat May 09 23:44:38 +0000 2020,az,-1
Sat May 09 23:44:38 +0000 2020,ca,1
Sat May 09 23:44:36 +0000 2020,nc,1
Sat May 09 23:44:36 +0000 2020,pa,1
Sat May 09 23:44:35 +0000 2020,ca,-1
Sat May 09 23:44:35 +0000 2020,fl,-1
Sat May 09 23:44:32 +0000 2020,fl,1
Sat May 09 23:44:31 +0000 2020,il,1
Sat May 09 23:44:29 +0000 2020,hi,-1
Sat May 09 23:44:25 +0000 2020,mo,1
Sat May 09 23:44:24 +0000 2020,nj,1
Sat May 09 23:44:24 +0000 2020,tx,1
Sat May 09 23:44:24 +0000 2020,mn,1
Sat May 09 23:44:21 +0000 2020,in,1
Sat May 09 23:44:19 +0000 2020,mi,1
Sat May 09 23:44:12 +0000 2020,tx,-1
Sat May 09 23:44:09 +0000 2020,va,1
Sat May 09 23:44:01 +0000 2020,co,-1
Sat May 09 23:43:53 +0000 2020,ca,1
Sat May 09 23:43:50 +0000 2020,sc,1
Sat May 09 23:43:47 +0000 2020,ga,1
Sat May 09 23:43:45 +0000 2020,ca,-1
Sat May 09 23:43:44 +0000 2020,la,1
Sat May 09 23:43:44 +0000 2020,ky,1
Sat May 09 23:43:40 +0000 2020,az,-1
Sat May 09 23:43:37 +0000 2020,fl,-1
Sat May 09 23:43:37 +0000 2020,fl,-1
Sat May 09 23:43:36 +0000 2020,fl,1
Sat May 09 23:43:35 +0000 2020,nj,-1
Sat May 09 23:43:33 +0000 2020,ms,1
Sat May 09 23:43:33 +0000 2020,sc,1
Sat May 09 23:43:33 +0000 2020,mi,-1
Sat May 09 23:43:28 +0000 2020,ca,-1
Sat May 09 23:43:19 +0000 2020,ny,-1
Sat May 09 23:43:14 +0000 2020,sc,-1
Sat May 09 23:43:13 +0000 2020,nv,-1
Sat May 09 23:43:08 +0000 2020,wa,-1
Sat May 09 23:43:04 +0000 2020,wa,1
Sat May 09 23:42:58 +0000 2020,il,-1
Sat May 09 23:42:57 +0000 2020,ny,-1
Sat May 09 23:42:57 +0000 2020,ca,-1
Sat May 09 23:42:57 +0000 2020,ny,-1
Sat May 09 23:42:55 +0000 2020,ca,1
Sat May 09 23:42:50 +0000 2020,fl,-1
Sat May 09 23:42:48 +0000 2020,ca,-1
Sat May 09 23:42:45 +0000 2020,or,1
Sat May 09 23:42:44 +0000 2020,fl,-1
Sat May 09 23:42:43 +0000 2020,ca,1
Sat May 09 23:42:42 +0000 2020,nv,-1
Sat May 09 23:42:41 +0000 2020,tx,1
Sat May 09 23:42:41 +0000 2020,ny,1
Sat May 09 23:42:38 +0000 2020,fl,1
Sat May 09 23:42:34 +0000 2020,fl,-1
Sat May 09 23:42:26 +0000 2020,ca,1
Sat May 09 23:42:25 +0000 2020,de,-1
Sat May 09 23:42:24 +0000 2020,az,-1
Sat May 09 23:42:21 +0000 2020,ak,1
Sat May 09 23:42:19 +0000 2020,fl,1
Sat May 09 23:42:17 +0000 2020,mi,1
Sat May 09 23:42:16 +0000 2020,or,1
Sat May 09 23:42:15 +0000 2020,mn,1
Sat May 09 23:42:14 +0000 2020,co,-1
Sat May 09 23:42:11 +0000 2020,fl,1
Sat May 09 23:42:07 +0000 2020,ky,1
Sat May 09 23:42:01 +0000 2020,ms,-1
Sat May 09 23:41:59 +0000 2020,tx,1
