time,state,label
Mon May 04 23:59:54 +0000 2020,pa,-1
Mon May 04 23:59:51 +0000 2020,tx,-1
Mon May 04 23:59:51 +0000 2020,or,-1
Mon May 04 23:59:50 +0000 2020,or,-1
Mon May 04 23:59:45 +0000 2020,fl,-1
Mon May 04 23:59:45 +0000 2020,ca,1
Mon May 04 23:59:43 +0000 2020,ca,-1
Mon May 04 23:59:43 +0000 2020,ca,1
Mon May 04 23:59:40 +0000 2020,ca,1
Mon May 04 23:59:39 +0000 2020,ca,1
Mon May 04 23:59:38 +0000 2020,ny,-1
Mon May 04 23:59:36 +0000 2020,az,1
Mon May 04 23:59:36 +0000 2020,dc,-1
Mon May 04 23:59:33 +0000 2020,ca,-1
Mon May 04 23:59:31 +0000 2020,az,1
Mon May 04 23:59:31 +0000 2020,fl,1
Mon May 04 23:59:31 +0000 2020,ca,-1
Mon May 04 23:59:25 +0000 2020,tx,1
Mon May 04 23:59:25 +0000 2020,va,1
Mon May 04 23:59:24 +0000 2020,dc,1
Mon May 04 23:59:24 +0000 2020,nj,-1
Mon May 04 23:59:24 +0000 2020,ny,-1
Mon May 04 23:59:24 +0000 2020,tx,-1
Mon May 04 23:59:22 +0000 2020,tx,-1
Mon May 04 23:59:22 +0000 2020,tx,-1
Mon May 04 23:59:20 +0000 2020,fl,-1
Mon May 04 23:59:18 +0000 2020,ma,1
Mon May 04 23:59:17 +0000 2020,vt,-1
Mon May 04 23:59:17 +0000 2020,fl,-1
Mon May 04 23:59:15 +0000 2020,la,1
Mon May 04 23:59:12 +0000 2020,fl,1
Mon May 04 23:59:06 +0000 2020,or,-1
Mon May 04 23:59:06 +0000 2020,az,-1
Mon May 04 23:58:54 +0000 2020,mi,1
Mon May 04 23:58:52 +0000 2020,ca,-1
Mon May 04 23:58:51 +0000 2020,ca,1
Mon May 04 23:58:49 +0000 2020,il,-1
Mon May 04 23:58:48 +0000 2020,ok,-1
Mon May 04 23:58:46 +0000 2020,ny,-1
Mon May 04 23:58:46 +0000 2020,de,1
Mon May 04 23:58:45 +0000 2020,oh,-1
Mon May 04 23:58:44 +0000 2020,ca,1
Mon May 04 23:58:40 +0000 2020,ny,-1
Mon May 04 23:58:38 +0000 2020,nj,1
Mon May 04 23:58:38 +0000 2020,or,1
Mon May 04 23:58:36 +0000 2020,ga,-1
Mon May 04 23:58:35 +0000 2020,ny,-1
Mon May 04 23:58:35 +0000 2020,ca,-1
Mon May 04 23:58:33 +0000 2020,dc,-1
Mon May 04 23:58:33 +0000 2020,ks,-1
Mon May 04 23:58:32 +0000 2020,ca,-1
Mon May 04 23:58:30 +0000 2020,fl,-1
Mon May 04 23:58:29 +0000 2020,fl,-1
Mon May 04 23:58:23 +0000 2020,pa,-1
Mon May 04 23:58:23 +0000 2020,nj,-1
Mon May 04 23:58:22 +0000 2020,il,-1
Mon May 04 23:58:21 +0000 2020,md,-1
Mon May 04 23:58:18 +0000 2020,mi,-1
Mon May 04 23:58:13 +0000 2020,ca,-1
Mon May 04 23:58:08 +0000 2020,ny,-1
Mon May 04 23:58:08 +0000 2020,ca,-1
Mon May 04 23:58:06 +0000 2020,ny,-1
Mon May 04 23:58:05 +0000 2020,ma,-1
Mon May 04 23:58:05 +0000 2020,ca,-1
Mon May 04 23:58:03 +0000 2020,nc,-1
Mon May 04 23:58:01 +0000 2020,az,1
Mon May 04 23:57:52 +0000 2020,nm,1
Mon May 04 23:57:51 +0000 2020,fl,-1
Mon May 04 23:57:47 +0000 2020,co,-1
Mon May 04 23:57:46 +0000 2020,tx,1
Mon May 04 23:57:46 +0000 2020,fl,1
Mon May 04 23:57:46 +0000 2020,tx,1
Mon May 04 23:57:44 +0000 2020,tx,-1
Mon May 04 23:57:34 +0000 2020,md,-1
Mon May 04 23:57:27 +0000 2020,tx,1
Mon May 04 23:57:26 +0000 2020,va,1
Mon May 04 23:57:25 +0000 2020,ny,-1
Mon May 04 23:57:23 +0000 2020,ks,-1
Mon May 04 23:57:23 +0000 2020,tx,-1
