,time,state,label
140,Thu May 07 23:55:36 +0000 2020,ga,-1
141,Thu May 07 23:55:36 +0000 2020,mo,-1
143,Thu May 07 23:55:27 +0000 2020,ny,1
144,Thu May 07 23:55:26 +0000 2020,ca,-1
145,Thu May 07 23:55:26 +0000 2020,ar,-1
146,Thu May 07 23:55:18 +0000 2020,nc,-1
148,Thu May 07 23:55:16 +0000 2020,tx,-1
149,Thu May 07 23:55:14 +0000 2020,tx,1
150,Thu May 07 23:55:12 +0000 2020,mn,1
152,Thu May 07 23:55:07 +0000 2020,tn,-1
154,Thu May 07 23:55:01 +0000 2020,ca,-1
156,Thu May 07 23:54:59 +0000 2020,ca,-1
157,Thu May 07 23:54:58 +0000 2020,oh,1
158,Thu May 07 23:54:57 +0000 2020,ok,-1
159,Thu May 07 23:54:52 +0000 2020,ks,-1
160,Thu May 07 23:54:49 +0000 2020,al,1
161,Thu May 07 23:54:48 +0000 2020,in,1
162,Thu May 07 23:54:47 +0000 2020,tx,-1
163,Thu May 07 23:54:45 +0000 2020,in,1
164,Thu May 07 23:54:44 +0000 2020,ca,-1
165,Thu May 07 23:54:43 +0000 2020,ny,-1
168,Thu May 07 23:54:40 +0000 2020,nc,-1
169,Thu May 07 23:54:38 +0000 2020,ny,1
170,Thu May 07 23:54:37 +0000 2020,oh,1
171,Thu May 07 23:54:32 +0000 2020,ma,-1
172,Thu May 07 23:54:32 +0000 2020,mi,-1
173,Thu May 07 23:54:30 +0000 2020,ca,-1
174,Thu May 07 23:54:26 +0000 2020,ny,-1
176,Thu May 07 23:54:26 +0000 2020,ca,-1
177,Thu May 07 23:54:24 +0000 2020,pa,1
179,Thu May 07 23:54:24 +0000 2020,ny,-1
180,Thu May 07 23:54:23 +0000 2020,md,-1
181,Thu May 07 23:54:21 +0000 2020,or,-1
182,Thu May 07 23:54:18 +0000 2020,in,-1
184,Thu May 07 23:54:14 +0000 2020,ca,-1
185,Thu May 07 23:54:12 +0000 2020,ma,-1
186,Thu May 07 23:54:10 +0000 2020,pa,1
188,Thu May 07 23:54:07 +0000 2020,nv,1
189,Thu May 07 23:54:07 +0000 2020,tx,1
190,Thu May 07 23:54:01 +0000 2020,wi,1
191,Thu May 07 23:54:00 +0000 2020,ny,-1
192,Thu May 07 23:54:00 +0000 2020,mi,1
193,Thu May 07 23:54:00 +0000 2020,nj,-1
194,Thu May 07 23:53:58 +0000 2020,md,1
195,Thu May 07 23:53:57 +0000 2020,ar,-1
196,Thu May 07 23:53:55 +0000 2020,il,-1
197,Thu May 07 23:53:55 +0000 2020,nc,-1
198,Thu May 07 23:53:52 +0000 2020,ok,1
199,Thu May 07 23:53:51 +0000 2020,mn,-1
200,Thu May 07 23:53:48 +0000 2020,nm,-1
201,Thu May 07 23:53:47 +0000 2020,wa,-1
202,Thu May 07 23:53:43 +0000 2020,il,1
204,Thu May 07 23:53:38 +0000 2020,nc,-1
205,Thu May 07 23:53:38 +0000 2020,ga,1
206,Thu May 07 23:53:38 +0000 2020,ma,-1
207,Thu May 07 23:53:37 +0000 2020,tx,-1
208,Thu May 07 23:53:37 +0000 2020,az,-1
209,Thu May 07 23:53:34 +0000 2020,nh,-1
210,Thu May 07 23:53:27 +0000 2020,ca,-1
211,Thu May 07 23:53:26 +0000 2020,ca,1
212,Thu May 07 23:53:25 +0000 2020,ca,-1
213,Thu May 07 23:53:23 +0000 2020,co,-1
214,Thu May 07 23:53:22 +0000 2020,va,1
215,Thu May 07 23:53:22 +0000 2020,il,-1
216,Thu May 07 23:53:17 +0000 2020,co,-1
217,Thu May 07 23:53:08 +0000 2020,ny,1
218,Thu May 07 23:53:06 +0000 2020,ga,-1
219,Thu May 07 23:53:04 +0000 2020,in,-1
220,Thu May 07 23:53:04 +0000 2020,ky,1
221,Thu May 07 23:53:04 +0000 2020,az,-1
222,Thu May 07 23:53:01 +0000 2020,ca,-1
223,Thu May 07 23:52:56 +0000 2020,nj,-1
224,Thu May 07 23:52:54 +0000 2020,pa,1
225,Thu May 07 23:52:54 +0000 2020,il,1
226,Thu May 07 23:52:52 +0000 2020,in,-1
227,Thu May 07 23:52:52 +0000 2020,tx,1
228,Thu May 07 23:52:51 +0000 2020,md,-1
230,Thu May 07 23:52:42 +0000 2020,ca,-1
231,Thu May 07 23:52:42 +0000 2020,in,1
232,Thu May 07 23:52:42 +0000 2020,ma,-1
233,Thu May 07 23:52:41 +0000 2020,ca,1
234,Thu May 07 23:52:26 +0000 2020,ks,-1
235,Thu May 07 23:52:24 +0000 2020,tn,-1
236,Thu May 07 23:52:23 +0000 2020,pa,-1
237,Thu May 07 23:52:22 +0000 2020,tx,-1
238,Thu May 07 23:52:18 +0000 2020,ca,-1
239,Thu May 07 23:52:16 +0000 2020,tx,-1
240,Thu May 07 23:52:16 +0000 2020,ca,-1
241,Thu May 07 23:52:16 +0000 2020,ca,-1
242,Thu May 07 23:52:14 +0000 2020,ky,-1
243,Thu May 07 23:52:12 +0000 2020,nj,-1
244,Thu May 07 23:52:03 +0000 2020,tx,1
245,Thu May 07 23:52:01 +0000 2020,nv,-1
246,Thu May 07 23:51:56 +0000 2020,nj,-1
247,Thu May 07 23:51:56 +0000 2020,oh,1
248,Thu May 07 23:51:55 +0000 2020,in,-1
249,Thu May 07 23:51:53 +0000 2020,ny,1
250,Thu May 07 23:51:48 +0000 2020,ok,-1
251,Thu May 07 23:51:47 +0000 2020,oh,1
252,Thu May 07 23:51:46 +0000 2020,az,-1
253,Thu May 07 23:51:45 +0000 2020,dc,-1
254,Thu May 07 23:51:40 +0000 2020,ca,-1
255,Thu May 07 23:51:36 +0000 2020,tx,-1
256,Thu May 07 23:51:29 +0000 2020,ny,-1
257,Thu May 07 23:51:27 +0000 2020,mi,1
258,Thu May 07 23:51:25 +0000 2020,nm,1
259,Thu May 07 23:51:23 +0000 2020,ma,-1
260,Thu May 07 23:51:23 +0000 2020,ga,-1
262,Thu May 07 23:51:22 +0000 2020,ny,-1
264,Thu May 07 23:51:18 +0000 2020,co,1
265,Thu May 07 23:51:17 +0000 2020,or,1
266,Thu May 07 23:51:16 +0000 2020,ks,1
267,Thu May 07 23:51:16 +0000 2020,il,-1
268,Thu May 07 23:51:16 +0000 2020,mi,-1
269,Thu May 07 23:51:14 +0000 2020,al,-1
270,Thu May 07 23:51:12 +0000 2020,wv,-1
272,Thu May 07 23:51:09 +0000 2020,ca,-1
273,Thu May 07 23:51:09 +0000 2020,oh,-1
274,Thu May 07 23:51:09 +0000 2020,sc,1
275,Thu May 07 23:51:04 +0000 2020,in,-1
276,Thu May 07 23:50:58 +0000 2020,tx,-1
277,Thu May 07 23:50:58 +0000 2020,az,1
278,Thu May 07 23:50:57 +0000 2020,ca,1
279,Thu May 07 23:50:51 +0000 2020,ca,1
280,Thu May 07 23:50:49 +0000 2020,tx,1
281,Thu May 07 23:50:48 +0000 2020,nj,-1
282,Thu May 07 23:50:48 +0000 2020,fl,1
283,Thu May 07 23:50:48 +0000 2020,or,-1
285,Thu May 07 23:50:39 +0000 2020,fl,-1
287,Thu May 07 23:50:26 +0000 2020,ca,1
288,Thu May 07 23:50:24 +0000 2020,fl,-1
289,Thu May 07 23:50:14 +0000 2020,mn,-1
290,Thu May 07 23:50:10 +0000 2020,ga,-1
291,Thu May 07 23:50:08 +0000 2020,dc,-1
292,Thu May 07 23:50:08 +0000 2020,oh,-1
293,Thu May 07 23:50:07 +0000 2020,ca,-1
294,Thu May 07 23:50:00 +0000 2020,ne,1
295,Thu May 07 23:49:59 +0000 2020,tx,1
296,Thu May 07 23:49:52 +0000 2020,az,-1
298,Thu May 07 23:49:50 +0000 2020,ny,-1
299,Thu May 07 23:49:48 +0000 2020,fl,-1
300,Thu May 07 23:49:48 +0000 2020,ca,1
301,Thu May 07 23:49:41 +0000 2020,il,-1
302,Thu May 07 23:49:40 +0000 2020,ca,-1
303,Thu May 07 23:49:39 +0000 2020,tx,-1
304,Thu May 07 23:49:38 +0000 2020,ca,1
306,Thu May 07 23:49:35 +0000 2020,ca,-1
307,Thu May 07 23:49:31 +0000 2020,tx,1
308,Thu May 07 23:49:26 +0000 2020,az,1
309,Thu May 07 23:49:23 +0000 2020,or,-1
310,Thu May 07 23:49:23 +0000 2020,ny,1
311,Thu May 07 23:49:20 +0000 2020,wy,-1
312,Thu May 07 23:49:17 +0000 2020,tn,1
313,Thu May 07 23:49:13 +0000 2020,fl,-1
314,Thu May 07 23:49:09 +0000 2020,tx,-1
315,Thu May 07 23:49:08 +0000 2020,ma,1
316,Thu May 07 23:49:03 +0000 2020,dc,-1
317,Thu May 07 23:48:55 +0000 2020,mn,1
318,Thu May 07 23:48:53 +0000 2020,nj,-1
319,Thu May 07 23:48:51 +0000 2020,wi,-1
320,Thu May 07 23:48:50 +0000 2020,tx,1
321,Thu May 07 23:48:49 +0000 2020,dc,-1
323,Thu May 07 23:48:45 +0000 2020,ct,1
325,Thu May 07 23:48:34 +0000 2020,ca,-1
326,Thu May 07 23:48:30 +0000 2020,sc,-1
327,Thu May 07 23:48:25 +0000 2020,mt,1
328,Thu May 07 23:48:25 +0000 2020,pa,-1
329,Thu May 07 23:48:22 +0000 2020,ny,-1
330,Thu May 07 23:48:20 +0000 2020,dc,-1
331,Thu May 07 23:48:18 +0000 2020,ut,-1
332,Thu May 07 23:48:16 +0000 2020,ga,1
333,Thu May 07 23:48:14 +0000 2020,va,-1
334,Thu May 07 23:48:09 +0000 2020,mo,1
335,Thu May 07 23:48:08 +0000 2020,ga,1
336,Thu May 07 23:48:01 +0000 2020,md,-1
337,Thu May 07 23:47:59 +0000 2020,in,1
338,Thu May 07 23:47:57 +0000 2020,az,-1
339,Thu May 07 23:47:56 +0000 2020,co,1
341,Thu May 07 23:47:56 +0000 2020,ca,1
342,Thu May 07 23:47:55 +0000 2020,pa,1
343,Thu May 07 23:47:48 +0000 2020,nv,1
344,Thu May 07 23:47:46 +0000 2020,wy,1
345,Thu May 07 23:47:42 +0000 2020,ca,-1
346,Thu May 07 23:47:38 +0000 2020,pa,1
347,Thu May 07 23:47:36 +0000 2020,la,-1
348,Thu May 07 23:47:34 +0000 2020,tn,-1
349,Thu May 07 23:47:31 +0000 2020,fl,1
350,Thu May 07 23:47:31 +0000 2020,pa,-1
351,Thu May 07 23:47:30 +0000 2020,pa,1
352,Thu May 07 23:47:30 +0000 2020,md,1
353,Thu May 07 23:47:29 +0000 2020,fl,1
354,Thu May 07 23:47:28 +0000 2020,il,-1
355,Thu May 07 23:47:27 +0000 2020,ca,-1
356,Thu May 07 23:47:26 +0000 2020,co,-1
357,Thu May 07 23:47:25 +0000 2020,az,-1
358,Thu May 07 23:47:24 +0000 2020,mn,1
359,Thu May 07 23:47:17 +0000 2020,nm,-1
360,Thu May 07 23:47:14 +0000 2020,ar,-1
361,Thu May 07 23:47:13 +0000 2020,wa,1
362,Thu May 07 23:47:12 +0000 2020,ok,1
363,Thu May 07 23:47:11 +0000 2020,oh,-1
364,Thu May 07 23:47:09 +0000 2020,fl,1
365,Thu May 07 23:47:01 +0000 2020,wa,-1
366,Thu May 07 23:46:59 +0000 2020,oh,-1
368,Thu May 07 23:46:52 +0000 2020,ny,-1
369,Thu May 07 23:46:52 +0000 2020,wa,-1
370,Thu May 07 23:46:50 +0000 2020,ny,1
371,Thu May 07 23:46:49 +0000 2020,nj,1
372,Thu May 07 23:46:48 +0000 2020,co,-1
373,Thu May 07 23:46:46 +0000 2020,ny,-1
374,Thu May 07 23:46:41 +0000 2020,nv,1
376,Thu May 07 23:46:36 +0000 2020,ca,1
377,Thu May 07 23:46:36 +0000 2020,tx,1
378,Thu May 07 23:46:36 +0000 2020,wa,-1
379,Thu May 07 23:46:35 +0000 2020,fl,1
381,Thu May 07 23:46:31 +0000 2020,wa,-1
382,Thu May 07 23:46:31 +0000 2020,tn,-1
383,Thu May 07 23:46:24 +0000 2020,ca,1
384,Thu May 07 23:46:21 +0000 2020,dc,-1
385,Thu May 07 23:46:20 +0000 2020,ny,-1
386,Thu May 07 23:46:18 +0000 2020,tx,-1
387,Thu May 07 23:46:16 +0000 2020,ky,1
388,Thu May 07 23:46:15 +0000 2020,al,-1
389,Thu May 07 23:46:14 +0000 2020,ca,-1
390,Thu May 07 23:46:11 +0000 2020,co,-1
391,Thu May 07 23:46:11 +0000 2020,ca,-1
392,Thu May 07 23:46:11 +0000 2020,il,1
393,Thu May 07 23:46:08 +0000 2020,ca,-1
394,Thu May 07 23:46:05 +0000 2020,ga,1
396,Thu May 07 23:46:03 +0000 2020,ca,1
397,Thu May 07 23:46:02 +0000 2020,co,-1
398,Thu May 07 23:46:00 +0000 2020,tx,-1
399,Thu May 07 23:45:58 +0000 2020,nj,-1
400,Thu May 07 23:45:56 +0000 2020,sc,-1
401,Thu May 07 23:45:53 +0000 2020,ca,-1
404,Thu May 07 23:45:49 +0000 2020,oh,1
405,Thu May 07 23:45:48 +0000 2020,oh,-1
406,Thu May 07 23:45:47 +0000 2020,ca,-1
407,Thu May 07 23:45:42 +0000 2020,il,-1
408,Thu May 07 23:45:42 +0000 2020,ca,1
409,Thu May 07 23:45:39 +0000 2020,il,-1
410,Thu May 07 23:45:36 +0000 2020,co,-1
411,Thu May 07 23:45:32 +0000 2020,ga,1
412,Thu May 07 23:45:32 +0000 2020,or,-1
413,Thu May 07 23:45:32 +0000 2020,tx,-1
414,Thu May 07 23:45:31 +0000 2020,tx,1
415,Thu May 07 23:45:30 +0000 2020,mi,-1
416,Thu May 07 23:45:29 +0000 2020,ga,-1
417,Thu May 07 23:45:29 +0000 2020,ny,-1
418,Thu May 07 23:45:26 +0000 2020,il,1
419,Thu May 07 23:45:24 +0000 2020,il,-1
420,Thu May 07 23:45:24 +0000 2020,pa,1
421,Thu May 07 23:45:24 +0000 2020,oh,1
422,Thu May 07 23:45:23 +0000 2020,id,-1
423,Thu May 07 23:45:23 +0000 2020,tx,-1
425,Thu May 07 23:45:21 +0000 2020,tx,-1
426,Thu May 07 23:45:20 +0000 2020,ca,-1
427,Thu May 07 23:45:20 +0000 2020,ms,-1
428,Thu May 07 23:45:20 +0000 2020,pa,1
429,Thu May 07 23:45:18 +0000 2020,ca,-1
430,Thu May 07 23:45:18 +0000 2020,fl,1
431,Thu May 07 23:45:17 +0000 2020,wi,-1
432,Thu May 07 23:45:15 +0000 2020,fl,-1
434,Thu May 07 23:45:12 +0000 2020,az,1
435,Thu May 07 23:45:10 +0000 2020,pa,1
436,Thu May 07 23:45:10 +0000 2020,ny,-1
437,Thu May 07 23:45:10 +0000 2020,ca,-1
438,Thu May 07 23:45:10 +0000 2020,nm,-1
439,Thu May 07 23:45:09 +0000 2020,ca,-1
440,Thu May 07 23:45:08 +0000 2020,fl,1
441,Thu May 07 23:45:06 +0000 2020,nv,1
442,Thu May 07 23:45:03 +0000 2020,fl,-1
443,Thu May 07 23:45:02 +0000 2020,ny,1
445,Thu May 07 23:45:00 +0000 2020,pa,1
447,Thu May 07 23:44:56 +0000 2020,ny,-1
448,Thu May 07 23:44:55 +0000 2020,oh,-1
449,Thu May 07 23:44:55 +0000 2020,al,1
450,Thu May 07 23:44:55 +0000 2020,mn,-1
451,Thu May 07 23:44:51 +0000 2020,dc,-1
453,Thu May 07 23:44:44 +0000 2020,fl,1
454,Thu May 07 23:44:40 +0000 2020,fl,1
455,Thu May 07 23:44:39 +0000 2020,fl,1
456,Thu May 07 23:44:39 +0000 2020,mo,1
457,Thu May 07 23:44:38 +0000 2020,co,-1
458,Thu May 07 23:44:36 +0000 2020,tn,1
459,Thu May 07 23:44:34 +0000 2020,ri,1
461,Thu May 07 23:44:34 +0000 2020,ga,-1
462,Thu May 07 23:44:34 +0000 2020,nv,1
463,Thu May 07 23:44:33 +0000 2020,ca,-1
464,Thu May 07 23:44:32 +0000 2020,tx,1
465,Thu May 07 23:44:32 +0000 2020,md,-1
466,Thu May 07 23:44:28 +0000 2020,id,-1
467,Thu May 07 23:44:26 +0000 2020,ca,1
468,Thu May 07 23:44:26 +0000 2020,pa,-1
469,Thu May 07 23:44:25 +0000 2020,nj,1
470,Thu May 07 23:44:25 +0000 2020,ut,-1
471,Thu May 07 23:44:18 +0000 2020,az,-1
472,Thu May 07 23:44:14 +0000 2020,fl,-1
473,Thu May 07 23:44:12 +0000 2020,tx,-1
474,Thu May 07 23:44:07 +0000 2020,ca,-1
476,Thu May 07 23:44:05 +0000 2020,or,1
477,Thu May 07 23:44:05 +0000 2020,fl,1
478,Thu May 07 23:44:04 +0000 2020,fl,-1
479,Thu May 07 23:44:02 +0000 2020,ca,-1
480,Thu May 07 23:43:58 +0000 2020,oh,1
481,Thu May 07 23:43:54 +0000 2020,tx,1
482,Thu May 07 23:43:53 +0000 2020,ca,-1
483,Thu May 07 23:43:52 +0000 2020,nc,1
484,Thu May 07 23:43:49 +0000 2020,wa,-1
485,Thu May 07 23:43:49 +0000 2020,fl,-1
486,Thu May 07 23:43:47 +0000 2020,ny,1
487,Thu May 07 23:43:45 +0000 2020,ca,-1
488,Thu May 07 23:43:42 +0000 2020,ny,-1
489,Thu May 07 23:43:41 +0000 2020,il,1
490,Thu May 07 23:43:38 +0000 2020,wi,-1
492,Thu May 07 23:43:36 +0000 2020,fl,1
493,Thu May 07 23:43:36 +0000 2020,az,1
494,Thu May 07 23:43:36 +0000 2020,ca,-1
495,Thu May 07 23:43:34 +0000 2020,nc,1
497,Thu May 07 23:43:32 +0000 2020,va,-1
498,Thu May 07 23:43:31 +0000 2020,ca,1
500,Thu May 07 23:43:27 +0000 2020,co,-1
501,Thu May 07 23:43:26 +0000 2020,tn,-1
502,Thu May 07 23:43:26 +0000 2020,tx,-1
503,Thu May 07 23:43:20 +0000 2020,pa,-1
504,Thu May 07 23:43:19 +0000 2020,va,-1
505,Thu May 07 23:43:18 +0000 2020,nc,-1
506,Thu May 07 23:43:17 +0000 2020,tx,-1
507,Thu May 07 23:43:16 +0000 2020,ny,1
508,Thu May 07 23:43:15 +0000 2020,ca,-1
509,Thu May 07 23:43:15 +0000 2020,ca,1
510,Thu May 07 23:43:14 +0000 2020,me,-1
511,Thu May 07 23:43:12 +0000 2020,tx,1
512,Thu May 07 23:43:10 +0000 2020,nd,-1
513,Thu May 07 23:43:06 +0000 2020,dc,-1
514,Thu May 07 23:43:03 +0000 2020,or,-1
515,Thu May 07 23:43:02 +0000 2020,fl,1
517,Thu May 07 23:42:58 +0000 2020,ia,-1
519,Thu May 07 23:42:58 +0000 2020,md,-1
520,Thu May 07 23:42:56 +0000 2020,ny,1
521,Thu May 07 23:42:56 +0000 2020,ca,-1
522,Thu May 07 23:42:56 +0000 2020,tx,-1
524,Thu May 07 23:42:53 +0000 2020,mo,-1
525,Thu May 07 23:42:53 +0000 2020,ca,-1
527,Thu May 07 23:42:47 +0000 2020,wa,-1
528,Thu May 07 23:42:47 +0000 2020,tn,-1
529,Thu May 07 23:42:43 +0000 2020,wa,-1
530,Thu May 07 23:42:43 +0000 2020,ny,1
532,Thu May 07 23:42:35 +0000 2020,wa,-1
533,Thu May 07 23:42:33 +0000 2020,wi,1
534,Thu May 07 23:42:32 +0000 2020,wa,1
535,Thu May 07 23:42:32 +0000 2020,tx,1
536,Thu May 07 23:42:32 +0000 2020,nc,-1
537,Thu May 07 23:42:31 +0000 2020,ca,-1
538,Thu May 07 23:42:28 +0000 2020,ia,-1
539,Thu May 07 23:42:28 +0000 2020,nc,-1
540,Thu May 07 23:42:24 +0000 2020,nj,-1
541,Thu May 07 23:42:20 +0000 2020,ks,1
543,Thu May 07 23:42:12 +0000 2020,ca,-1
544,Thu May 07 23:42:06 +0000 2020,ca,-1
545,Thu May 07 23:42:06 +0000 2020,sc,-1
547,Thu May 07 23:42:02 +0000 2020,az,1
548,Thu May 07 23:42:00 +0000 2020,wi,-1
549,Thu May 07 23:41:58 +0000 2020,ca,1
550,Thu May 07 23:41:58 +0000 2020,oh,-1
551,Thu May 07 23:41:56 +0000 2020,pa,-1
552,Thu May 07 23:41:48 +0000 2020,ca,1
553,Thu May 07 23:41:42 +0000 2020,ca,-1
554,Thu May 07 23:41:42 +0000 2020,il,-1
555,Thu May 07 23:41:42 +0000 2020,va,-1
558,Thu May 07 23:41:38 +0000 2020,mi,1
559,Thu May 07 23:41:33 +0000 2020,ca,-1
560,Thu May 07 23:41:32 +0000 2020,ks,-1
561,Thu May 07 23:41:27 +0000 2020,ca,1
562,Thu May 07 23:41:27 +0000 2020,nh,1
563,Thu May 07 23:41:21 +0000 2020,ny,-1
564,Thu May 07 23:41:21 +0000 2020,tx,-1
565,Thu May 07 23:41:18 +0000 2020,ca,-1
566,Thu May 07 23:41:17 +0000 2020,ct,-1
567,Thu May 07 23:41:13 +0000 2020,ca,1
568,Thu May 07 23:41:12 +0000 2020,ca,-1
569,Thu May 07 23:41:10 +0000 2020,ca,-1
570,Thu May 07 23:41:09 +0000 2020,nj,-1
571,Thu May 07 23:41:08 +0000 2020,il,-1
572,Thu May 07 23:41:03 +0000 2020,tx,-1
573,Thu May 07 23:41:02 +0000 2020,ga,-1
