time,state,label
Wed May 27 23:44:55 +0000 2020,wy,-1
Wed May 27 23:44:44 +0000 2020,il,-1
Wed May 27 23:44:32 +0000 2020,in,-1
Wed May 27 23:44:32 +0000 2020,wi,1
Wed May 27 23:44:28 +0000 2020,or,-1
Wed May 27 23:44:24 +0000 2020,ga,-1
Wed May 27 23:44:22 +0000 2020,il,-1
Wed May 27 23:44:20 +0000 2020,in,1
Wed May 27 23:44:18 +0000 2020,il,-1
Wed May 27 23:44:16 +0000 2020,ar,-1
Wed May 27 23:44:14 +0000 2020,ca,-1
Wed May 27 23:44:11 +0000 2020,mn,1
Wed May 27 23:44:08 +0000 2020,il,1
Wed May 27 23:44:03 +0000 2020,ca,-1
Wed May 27 23:44:02 +0000 2020,co,-1
Wed May 27 23:44:01 +0000 2020,mn,1
Wed May 27 23:43:59 +0000 2020,ky,-1
Wed May 27 23:43:54 +0000 2020,oh,1
Wed May 27 23:43:53 +0000 2020,tx,-1
Wed May 27 23:43:52 +0000 2020,co,-1
Wed May 27 23:43:51 +0000 2020,il,-1
Wed May 27 23:43:48 +0000 2020,tx,-1
Wed May 27 23:43:46 +0000 2020,ny,-1
Wed May 27 23:43:23 +0000 2020,md,1
Wed May 27 23:43:05 +0000 2020,ny,1
Wed May 27 23:43:01 +0000 2020,dc,1
Wed May 27 23:42:59 +0000 2020,ca,1
Wed May 27 23:42:55 +0000 2020,mi,-1
Wed May 27 23:42:51 +0000 2020,mi,1
Wed May 27 23:42:09 +0000 2020,ar,-1
Wed May 27 23:42:05 +0000 2020,ny,1
Wed May 27 23:42:05 +0000 2020,nm,-1
Wed May 27 23:41:57 +0000 2020,tx,-1
Wed May 27 23:41:46 +0000 2020,co,-1
Wed May 27 23:41:42 +0000 2020,md,-1
Wed May 27 23:41:41 +0000 2020,tx,-1
Wed May 27 23:41:38 +0000 2020,az,1
Wed May 27 23:41:30 +0000 2020,md,1
Wed May 27 23:41:29 +0000 2020,mo,1
Wed May 27 23:41:25 +0000 2020,pa,1
Wed May 27 23:41:15 +0000 2020,co,1
Wed May 27 23:41:01 +0000 2020,ca,-1
Wed May 27 23:41:00 +0000 2020,az,-1
Wed May 27 23:40:56 +0000 2020,ca,1
Wed May 27 23:40:40 +0000 2020,dc,-1
Wed May 27 23:40:28 +0000 2020,tx,-1
Wed May 27 23:40:19 +0000 2020,ca,1
Wed May 27 23:40:18 +0000 2020,fl,-1
Wed May 27 23:40:14 +0000 2020,co,1
Wed May 27 23:40:11 +0000 2020,ca,-1
Wed May 27 23:40:07 +0000 2020,tx,1
Wed May 27 23:40:06 +0000 2020,tx,-1
Wed May 27 23:40:04 +0000 2020,ca,-1
Wed May 27 23:40:03 +0000 2020,dc,1
Wed May 27 23:40:00 +0000 2020,nj,1
Wed May 27 23:39:55 +0000 2020,ca,-1
Wed May 27 23:39:51 +0000 2020,ca,-1
Wed May 27 23:39:42 +0000 2020,nj,-1
Wed May 27 23:39:39 +0000 2020,pa,-1
Wed May 27 23:39:33 +0000 2020,nm,-1
Wed May 27 23:39:33 +0000 2020,fl,-1
Wed May 27 23:39:25 +0000 2020,ca,-1
Wed May 27 23:39:23 +0000 2020,pa,1
Wed May 27 23:39:22 +0000 2020,wa,1
Wed May 27 23:39:20 +0000 2020,wa,-1
Wed May 27 23:39:16 +0000 2020,ny,-1
Wed May 27 23:39:12 +0000 2020,pa,-1
Wed May 27 23:39:07 +0000 2020,ca,-1
Wed May 27 23:39:04 +0000 2020,il,1
Wed May 27 23:38:50 +0000 2020,ky,1
Wed May 27 23:38:41 +0000 2020,nv,1
Wed May 27 23:38:41 +0000 2020,tx,1
Wed May 27 23:38:31 +0000 2020,az,-1
Wed May 27 23:38:29 +0000 2020,ga,-1
Wed May 27 23:38:21 +0000 2020,az,-1
Wed May 27 23:38:20 +0000 2020,va,-1
Wed May 27 23:38:16 +0000 2020,nm,-1
Wed May 27 23:38:12 +0000 2020,ca,-1
Wed May 27 23:38:04 +0000 2020,tx,-1
Wed May 27 23:37:58 +0000 2020,ca,-1
Wed May 27 23:37:58 +0000 2020,wa,1
Wed May 27 23:37:52 +0000 2020,nv,-1
Wed May 27 23:37:52 +0000 2020,al,-1
Wed May 27 23:37:31 +0000 2020,sc,1
Wed May 27 23:37:27 +0000 2020,tn,-1
Wed May 27 23:37:26 +0000 2020,tx,-1
Wed May 27 23:37:20 +0000 2020,ct,1
Wed May 27 23:37:17 +0000 2020,nc,1
Wed May 27 23:37:14 +0000 2020,tn,1
Wed May 27 23:37:13 +0000 2020,nc,1
Wed May 27 23:37:11 +0000 2020,ny,-1
Wed May 27 23:37:06 +0000 2020,wa,-1
Wed May 27 23:37:06 +0000 2020,wa,1
Wed May 27 23:37:01 +0000 2020,mi,1
Wed May 27 23:36:59 +0000 2020,md,1
Wed May 27 23:36:58 +0000 2020,ny,1
Wed May 27 23:36:56 +0000 2020,tx,1
Wed May 27 23:36:54 +0000 2020,ga,-1
Wed May 27 23:36:53 +0000 2020,mn,-1
Wed May 27 23:36:48 +0000 2020,nm,-1
Wed May 27 23:36:45 +0000 2020,wy,-1
Wed May 27 23:36:45 +0000 2020,sc,1
Wed May 27 23:36:44 +0000 2020,oh,-1
Wed May 27 23:36:44 +0000 2020,ca,1
Wed May 27 23:36:40 +0000 2020,ca,-1
Wed May 27 23:36:38 +0000 2020,wa,-1
Wed May 27 23:36:38 +0000 2020,wa,-1
Wed May 27 23:36:37 +0000 2020,ca,-1
Wed May 27 23:36:36 +0000 2020,ky,1
Wed May 27 23:36:33 +0000 2020,co,-1
Wed May 27 23:36:32 +0000 2020,il,1
Wed May 27 23:36:27 +0000 2020,nc,-1
Wed May 27 23:36:21 +0000 2020,az,-1
Wed May 27 23:36:20 +0000 2020,dc,-1
Wed May 27 23:36:20 +0000 2020,ma,-1
Wed May 27 23:36:14 +0000 2020,ok,-1
Wed May 27 23:36:13 +0000 2020,ca,1
Wed May 27 23:36:08 +0000 2020,az,-1
Wed May 27 23:36:08 +0000 2020,dc,1
Wed May 27 23:36:07 +0000 2020,md,-1
Wed May 27 23:35:59 +0000 2020,wi,-1
Wed May 27 23:35:54 +0000 2020,mt,-1
Wed May 27 23:35:39 +0000 2020,in,1
Wed May 27 23:35:29 +0000 2020,fl,1
Wed May 27 23:35:24 +0000 2020,ga,-1
Wed May 27 23:35:18 +0000 2020,tx,1
Wed May 27 23:35:10 +0000 2020,ca,-1
Wed May 27 23:35:03 +0000 2020,wa,-1
Wed May 27 23:35:03 +0000 2020,nj,-1
Wed May 27 23:35:02 +0000 2020,ca,-1
Wed May 27 23:35:00 +0000 2020,fl,-1
Wed May 27 23:35:00 +0000 2020,ut,-1
Wed May 27 23:34:56 +0000 2020,mi,-1
Wed May 27 23:34:47 +0000 2020,ma,1
Wed May 27 23:34:37 +0000 2020,ny,-1
Wed May 27 23:34:37 +0000 2020,pr,1
Wed May 27 23:34:33 +0000 2020,ca,-1
Wed May 27 23:34:19 +0000 2020,tx,-1
Wed May 27 23:34:14 +0000 2020,ca,1
Wed May 27 23:34:12 +0000 2020,oh,-1
Wed May 27 23:33:58 +0000 2020,ny,-1
Wed May 27 23:33:57 +0000 2020,al,-1
Wed May 27 23:33:55 +0000 2020,ca,1
Wed May 27 23:33:55 +0000 2020,fl,-1
Wed May 27 23:33:54 +0000 2020,ky,1
Wed May 27 23:33:53 +0000 2020,wi,-1
Wed May 27 23:33:49 +0000 2020,ny,-1
Wed May 27 23:33:38 +0000 2020,ca,1
Wed May 27 23:33:12 +0000 2020,oh,-1
Wed May 27 23:32:57 +0000 2020,ca,1
Wed May 27 23:32:53 +0000 2020,tn,-1
Wed May 27 23:32:53 +0000 2020,wa,-1
Wed May 27 23:32:46 +0000 2020,oh,-1
Wed May 27 23:32:42 +0000 2020,ca,1
Wed May 27 23:32:29 +0000 2020,ny,-1
Wed May 27 23:32:27 +0000 2020,fl,-1
Wed May 27 23:32:19 +0000 2020,tx,-1
Wed May 27 23:32:15 +0000 2020,dc,-1
Wed May 27 23:32:11 +0000 2020,tx,-1
Wed May 27 23:32:07 +0000 2020,il,-1
Wed May 27 23:32:06 +0000 2020,pa,-1
Wed May 27 23:32:00 +0000 2020,ga,-1
Wed May 27 23:31:41 +0000 2020,de,-1
Wed May 27 23:31:33 +0000 2020,va,-1
Wed May 27 23:31:15 +0000 2020,il,1
Wed May 27 23:31:12 +0000 2020,ks,-1
Wed May 27 23:31:06 +0000 2020,ca,1
Wed May 27 23:31:04 +0000 2020,nm,1
Wed May 27 23:30:55 +0000 2020,nj,-1
Wed May 27 23:30:52 +0000 2020,or,-1
Wed May 27 23:30:39 +0000 2020,nm,1
Wed May 27 23:30:36 +0000 2020,pa,-1
Wed May 27 23:30:28 +0000 2020,tx,1
Wed May 27 23:30:20 +0000 2020,ny,-1
Wed May 27 23:30:15 +0000 2020,nj,1
Wed May 27 23:30:08 +0000 2020,tx,-1
Wed May 27 23:30:04 +0000 2020,ms,1
Wed May 27 23:30:03 +0000 2020,ny,-1
Wed May 27 23:29:55 +0000 2020,ny,-1
Wed May 27 23:29:49 +0000 2020,ca,-1
Wed May 27 23:29:46 +0000 2020,oh,1
Wed May 27 23:29:36 +0000 2020,nv,1
Wed May 27 23:29:32 +0000 2020,co,1
Wed May 27 23:29:25 +0000 2020,oh,-1
Wed May 27 23:29:17 +0000 2020,wa,1
Wed May 27 23:29:06 +0000 2020,ca,-1
Wed May 27 23:29:03 +0000 2020,al,1
Wed May 27 23:29:01 +0000 2020,tx,-1
Wed May 27 23:28:57 +0000 2020,il,1
Wed May 27 23:28:54 +0000 2020,va,1
Wed May 27 23:28:48 +0000 2020,wa,1
Wed May 27 23:28:39 +0000 2020,ma,-1
Wed May 27 23:28:38 +0000 2020,ca,1
Wed May 27 23:28:36 +0000 2020,wa,-1
Wed May 27 23:28:30 +0000 2020,ca,-1
Wed May 27 23:28:23 +0000 2020,ca,-1
Wed May 27 23:28:21 +0000 2020,ca,-1
Wed May 27 23:28:12 +0000 2020,ga,-1
Wed May 27 23:28:07 +0000 2020,tx,1
Wed May 27 23:28:05 +0000 2020,ma,1
Wed May 27 23:28:00 +0000 2020,me,-1
Wed May 27 23:27:58 +0000 2020,ca,1
Wed May 27 23:27:52 +0000 2020,al,1
Wed May 27 23:27:45 +0000 2020,in,-1
Wed May 27 23:27:34 +0000 2020,md,1
Wed May 27 23:27:25 +0000 2020,mo,-1
Wed May 27 23:27:20 +0000 2020,tx,1
Wed May 27 23:27:06 +0000 2020,sc,-1
Wed May 27 23:26:55 +0000 2020,tx,-1
Wed May 27 23:26:54 +0000 2020,ca,-1
Wed May 27 23:26:53 +0000 2020,co,-1
Wed May 27 23:26:51 +0000 2020,tx,1
Wed May 27 23:26:48 +0000 2020,wa,1
Wed May 27 23:26:41 +0000 2020,in,1
Wed May 27 23:26:40 +0000 2020,mn,1
Wed May 27 23:26:24 +0000 2020,ut,1
Wed May 27 23:26:10 +0000 2020,ny,-1
Wed May 27 23:26:04 +0000 2020,dc,-1
Wed May 27 23:26:02 +0000 2020,ri,1
Wed May 27 23:25:57 +0000 2020,mt,-1
Wed May 27 23:25:54 +0000 2020,mo,-1
Wed May 27 23:25:51 +0000 2020,ca,-1
Wed May 27 23:25:45 +0000 2020,fl,-1
Wed May 27 23:25:35 +0000 2020,wi,-1
Wed May 27 23:25:35 +0000 2020,wa,1
Wed May 27 23:25:35 +0000 2020,nj,-1
Wed May 27 23:25:31 +0000 2020,tx,1
Wed May 27 23:25:27 +0000 2020,sc,-1
Wed May 27 23:25:26 +0000 2020,pa,1
Wed May 27 23:25:24 +0000 2020,ca,1
Wed May 27 23:25:23 +0000 2020,ca,-1
Wed May 27 23:25:19 +0000 2020,tx,-1
Wed May 27 23:25:14 +0000 2020,nv,1
Wed May 27 23:25:10 +0000 2020,pa,1
Wed May 27 23:25:09 +0000 2020,pa,-1
Wed May 27 23:25:07 +0000 2020,nv,1
Wed May 27 23:24:59 +0000 2020,nv,1
Wed May 27 23:24:55 +0000 2020,fl,-1
Wed May 27 23:24:54 +0000 2020,tx,-1
Wed May 27 23:24:52 +0000 2020,mn,-1
Wed May 27 23:24:51 +0000 2020,mn,1
Wed May 27 23:24:50 +0000 2020,al,1
Wed May 27 23:24:43 +0000 2020,co,1
Wed May 27 23:24:42 +0000 2020,pa,-1
Wed May 27 23:24:38 +0000 2020,sc,1
Wed May 27 23:24:33 +0000 2020,nj,1
Wed May 27 23:24:32 +0000 2020,tx,1
Wed May 27 23:24:29 +0000 2020,il,-1
Wed May 27 23:24:29 +0000 2020,fl,-1
Wed May 27 23:24:20 +0000 2020,ia,-1
Wed May 27 23:24:16 +0000 2020,co,1
Wed May 27 23:24:13 +0000 2020,pa,1
Wed May 27 23:24:00 +0000 2020,il,-1
Wed May 27 23:23:58 +0000 2020,dc,1
Wed May 27 23:23:57 +0000 2020,in,-1
Wed May 27 23:23:55 +0000 2020,nm,1
Wed May 27 23:23:53 +0000 2020,nj,1
Wed May 27 23:23:50 +0000 2020,ca,-1
Wed May 27 23:23:49 +0000 2020,tx,-1
Wed May 27 23:23:41 +0000 2020,nj,1
Wed May 27 23:23:39 +0000 2020,fl,-1
Wed May 27 23:23:38 +0000 2020,ca,-1
Wed May 27 23:23:33 +0000 2020,il,-1
Wed May 27 23:23:33 +0000 2020,pa,1
Wed May 27 23:23:32 +0000 2020,tx,-1
Wed May 27 23:23:32 +0000 2020,tx,1
Wed May 27 23:23:23 +0000 2020,tx,-1
Wed May 27 23:23:22 +0000 2020,ny,1
Wed May 27 23:23:17 +0000 2020,ca,-1
Wed May 27 23:23:12 +0000 2020,tx,-1
Wed May 27 23:23:12 +0000 2020,il,-1
Wed May 27 23:23:02 +0000 2020,az,-1
Wed May 27 23:23:00 +0000 2020,me,-1
Wed May 27 23:22:53 +0000 2020,in,1
Wed May 27 23:22:52 +0000 2020,or,-1
Wed May 27 23:22:44 +0000 2020,ma,1
Wed May 27 23:22:41 +0000 2020,fl,-1
Wed May 27 23:22:37 +0000 2020,id,1
Wed May 27 23:22:35 +0000 2020,il,1
Wed May 27 23:22:34 +0000 2020,ca,-1
Wed May 27 23:22:34 +0000 2020,oh,-1
Wed May 27 23:22:31 +0000 2020,va,-1
Wed May 27 23:22:26 +0000 2020,wi,-1
Wed May 27 23:22:23 +0000 2020,ny,1
Wed May 27 23:22:15 +0000 2020,ca,1
Wed May 27 23:22:14 +0000 2020,in,-1
Wed May 27 23:22:04 +0000 2020,nc,1
Wed May 27 23:22:00 +0000 2020,il,-1
Wed May 27 23:21:59 +0000 2020,nv,1
Wed May 27 23:21:56 +0000 2020,pa,-1
Wed May 27 23:21:55 +0000 2020,ok,-1
Wed May 27 23:21:51 +0000 2020,ga,-1
Wed May 27 23:21:48 +0000 2020,md,1
Wed May 27 23:21:36 +0000 2020,va,-1
Wed May 27 23:21:32 +0000 2020,ca,1
Wed May 27 23:21:12 +0000 2020,nj,1
Wed May 27 23:21:08 +0000 2020,in,1
Wed May 27 23:21:07 +0000 2020,nj,-1
Wed May 27 23:21:04 +0000 2020,nv,-1
Wed May 27 23:20:52 +0000 2020,dc,-1
Wed May 27 23:20:46 +0000 2020,ut,-1
