,time,state,label
55,Sun May 17 23:57:50 +0000 2020,pa,1
56,Sun May 17 23:57:49 +0000 2020,nc,1
57,Sun May 17 23:57:48 +0000 2020,ct,-1
58,Sun May 17 23:57:46 +0000 2020,ny,1
59,Sun May 17 23:57:43 +0000 2020,ma,1
60,Sun May 17 23:57:41 +0000 2020,tx,-1
61,Sun May 17 23:57:41 +0000 2020,al,1
62,Sun May 17 23:57:40 +0000 2020,az,1
64,Sun May 17 23:57:39 +0000 2020,ky,1
66,Sun May 17 23:57:36 +0000 2020,fl,1
67,Sun May 17 23:57:35 +0000 2020,or,-1
68,Sun May 17 23:57:35 +0000 2020,ca,1
69,Sun May 17 23:57:32 +0000 2020,or,1
70,Sun May 17 23:57:31 +0000 2020,dc,-1
71,Sun May 17 23:57:30 +0000 2020,la,-1
72,Sun May 17 23:57:29 +0000 2020,tx,1
73,Sun May 17 23:57:27 +0000 2020,oh,-1
74,Sun May 17 23:57:25 +0000 2020,tx,-1
75,Sun May 17 23:57:25 +0000 2020,oh,-1
77,Sun May 17 23:57:22 +0000 2020,mi,-1
78,Sun May 17 23:57:18 +0000 2020,va,-1
79,Sun May 17 23:57:16 +0000 2020,ct,-1
80,Sun May 17 23:57:12 +0000 2020,ga,1
82,Sun May 17 23:57:08 +0000 2020,nm,-1
83,Sun May 17 23:57:08 +0000 2020,nj,-1
84,Sun May 17 23:57:07 +0000 2020,ky,-1
85,Sun May 17 23:57:07 +0000 2020,oh,1
86,Sun May 17 23:57:05 +0000 2020,mi,-1
87,Sun May 17 23:57:04 +0000 2020,ca,1
88,Sun May 17 23:57:03 +0000 2020,nv,-1
89,Sun May 17 23:57:03 +0000 2020,al,-1
90,Sun May 17 23:56:50 +0000 2020,fl,1
91,Sun May 17 23:56:49 +0000 2020,tn,1
92,Sun May 17 23:56:46 +0000 2020,nm,1
93,Sun May 17 23:56:45 +0000 2020,co,-1
94,Sun May 17 23:56:45 +0000 2020,az,-1
95,Sun May 17 23:56:44 +0000 2020,tn,-1
96,Sun May 17 23:56:44 +0000 2020,pa,1
98,Sun May 17 23:56:36 +0000 2020,ny,-1
99,Sun May 17 23:56:34 +0000 2020,fl,1
100,Sun May 17 23:56:31 +0000 2020,ga,1
101,Sun May 17 23:56:27 +0000 2020,ny,1
102,Sun May 17 23:56:26 +0000 2020,tx,1
103,Sun May 17 23:56:23 +0000 2020,tx,1
104,Sun May 17 23:56:22 +0000 2020,az,1
106,Sun May 17 23:56:17 +0000 2020,or,-1
108,Sun May 17 23:56:17 +0000 2020,md,1
109,Sun May 17 23:56:16 +0000 2020,nc,-1
110,Sun May 17 23:56:09 +0000 2020,la,-1
112,Sun May 17 23:56:03 +0000 2020,dc,1
114,Sun May 17 23:56:02 +0000 2020,sc,1
115,Sun May 17 23:56:00 +0000 2020,or,-1
116,Sun May 17 23:55:56 +0000 2020,co,-1
117,Sun May 17 23:55:56 +0000 2020,il,-1
118,Sun May 17 23:55:55 +0000 2020,vt,-1
120,Sun May 17 23:55:44 +0000 2020,va,1
121,Sun May 17 23:55:43 +0000 2020,ma,1
122,Sun May 17 23:55:41 +0000 2020,oh,-1
123,Sun May 17 23:55:40 +0000 2020,ny,-1
124,Sun May 17 23:55:40 +0000 2020,ca,1
125,Sun May 17 23:55:39 +0000 2020,mt,1
126,Sun May 17 23:55:31 +0000 2020,mi,1
127,Sun May 17 23:55:30 +0000 2020,il,1
128,Sun May 17 23:55:30 +0000 2020,az,1
129,Sun May 17 23:55:29 +0000 2020,fl,-1
130,Sun May 17 23:55:28 +0000 2020,mo,-1
131,Sun May 17 23:55:28 +0000 2020,ny,1
133,Sun May 17 23:55:26 +0000 2020,md,1
134,Sun May 17 23:55:25 +0000 2020,fl,1
135,Sun May 17 23:55:22 +0000 2020,ny,-1
136,Sun May 17 23:55:20 +0000 2020,ca,1
137,Sun May 17 23:55:19 +0000 2020,co,1
138,Sun May 17 23:55:19 +0000 2020,wa,-1
139,Sun May 17 23:55:17 +0000 2020,ca,1
140,Sun May 17 23:55:16 +0000 2020,ca,1
141,Sun May 17 23:55:16 +0000 2020,ca,1
142,Sun May 17 23:55:14 +0000 2020,tx,1
144,Sun May 17 23:55:13 +0000 2020,nj,-1
145,Sun May 17 23:55:12 +0000 2020,nv,-1
146,Sun May 17 23:55:11 +0000 2020,ny,-1
147,Sun May 17 23:55:10 +0000 2020,fl,-1
148,Sun May 17 23:55:10 +0000 2020,tn,-1
149,Sun May 17 23:55:10 +0000 2020,ca,1
150,Sun May 17 23:55:08 +0000 2020,va,-1
151,Sun May 17 23:55:08 +0000 2020,ca,-1
152,Sun May 17 23:55:06 +0000 2020,ny,-1
153,Sun May 17 23:55:02 +0000 2020,co,-1
155,Sun May 17 23:54:58 +0000 2020,tn,1
156,Sun May 17 23:54:56 +0000 2020,me,1
157,Sun May 17 23:54:54 +0000 2020,nv,-1
158,Sun May 17 23:54:52 +0000 2020,az,-1
160,Sun May 17 23:54:50 +0000 2020,ca,1
161,Sun May 17 23:54:45 +0000 2020,ca,-1
162,Sun May 17 23:54:45 +0000 2020,tx,1
163,Sun May 17 23:54:43 +0000 2020,tx,1
164,Sun May 17 23:54:41 +0000 2020,ma,1
165,Sun May 17 23:54:39 +0000 2020,tx,1
166,Sun May 17 23:54:36 +0000 2020,il,1
167,Sun May 17 23:54:36 +0000 2020,mi,1
168,Sun May 17 23:54:35 +0000 2020,la,-1
169,Sun May 17 23:54:34 +0000 2020,wa,-1
170,Sun May 17 23:54:33 +0000 2020,tx,1
171,Sun May 17 23:54:32 +0000 2020,fl,1
172,Sun May 17 23:54:30 +0000 2020,pa,-1
173,Sun May 17 23:54:30 +0000 2020,ca,-1
174,Sun May 17 23:54:28 +0000 2020,tx,1
176,Sun May 17 23:54:22 +0000 2020,ga,1
177,Sun May 17 23:54:20 +0000 2020,az,1
178,Sun May 17 23:54:19 +0000 2020,tx,1
179,Sun May 17 23:54:18 +0000 2020,fl,1
180,Sun May 17 23:54:18 +0000 2020,mt,-1
181,Sun May 17 23:54:17 +0000 2020,nc,-1
183,Sun May 17 23:54:14 +0000 2020,ca,-1
184,Sun May 17 23:54:12 +0000 2020,ny,-1
185,Sun May 17 23:54:09 +0000 2020,mi,-1
186,Sun May 17 23:54:08 +0000 2020,wi,1
188,Sun May 17 23:54:06 +0000 2020,il,-1
190,Sun May 17 23:54:04 +0000 2020,ia,1
192,Sun May 17 23:54:02 +0000 2020,ca,1
193,Sun May 17 23:54:02 +0000 2020,tx,-1
194,Sun May 17 23:54:01 +0000 2020,oh,1
195,Sun May 17 23:54:01 +0000 2020,ny,-1
198,Sun May 17 23:53:56 +0000 2020,nc,1
199,Sun May 17 23:53:52 +0000 2020,wa,-1
200,Sun May 17 23:53:49 +0000 2020,mt,-1
201,Sun May 17 23:53:43 +0000 2020,az,1
202,Sun May 17 23:53:39 +0000 2020,tx,1
203,Sun May 17 23:53:38 +0000 2020,id,-1
204,Sun May 17 23:53:38 +0000 2020,tx,1
205,Sun May 17 23:53:35 +0000 2020,ny,-1
206,Sun May 17 23:53:35 +0000 2020,pa,1
207,Sun May 17 23:53:27 +0000 2020,tn,1
208,Sun May 17 23:53:26 +0000 2020,pa,-1
209,Sun May 17 23:53:25 +0000 2020,in,1
210,Sun May 17 23:53:22 +0000 2020,sd,-1
211,Sun May 17 23:53:21 +0000 2020,ca,-1
212,Sun May 17 23:53:19 +0000 2020,oh,1
213,Sun May 17 23:53:18 +0000 2020,il,-1
214,Sun May 17 23:53:13 +0000 2020,dc,-1
215,Sun May 17 23:53:11 +0000 2020,pa,1
216,Sun May 17 23:53:10 +0000 2020,co,-1
217,Sun May 17 23:53:09 +0000 2020,pa,-1
218,Sun May 17 23:53:06 +0000 2020,mi,-1
219,Sun May 17 23:53:06 +0000 2020,nc,1
220,Sun May 17 23:53:05 +0000 2020,ne,1
221,Sun May 17 23:53:03 +0000 2020,ca,1
223,Sun May 17 23:53:02 +0000 2020,ia,-1
224,Sun May 17 23:53:00 +0000 2020,tx,1
225,Sun May 17 23:52:59 +0000 2020,ky,-1
226,Sun May 17 23:52:48 +0000 2020,nv,1
227,Sun May 17 23:52:47 +0000 2020,md,-1
228,Sun May 17 23:52:47 +0000 2020,tx,1
229,Sun May 17 23:52:47 +0000 2020,fl,1
230,Sun May 17 23:52:44 +0000 2020,ks,1
231,Sun May 17 23:52:44 +0000 2020,ca,1
232,Sun May 17 23:52:43 +0000 2020,mn,1
233,Sun May 17 23:52:43 +0000 2020,oh,-1
234,Sun May 17 23:52:41 +0000 2020,ca,1
237,Sun May 17 23:52:39 +0000 2020,ca,-1
238,Sun May 17 23:52:37 +0000 2020,mi,-1
239,Sun May 17 23:52:34 +0000 2020,tn,-1
240,Sun May 17 23:52:34 +0000 2020,nv,1
241,Sun May 17 23:52:34 +0000 2020,ny,1
242,Sun May 17 23:52:34 +0000 2020,mo,-1
243,Sun May 17 23:52:31 +0000 2020,pa,1
244,Sun May 17 23:52:29 +0000 2020,co,1
245,Sun May 17 23:52:28 +0000 2020,in,-1
246,Sun May 17 23:52:26 +0000 2020,tn,1
247,Sun May 17 23:52:26 +0000 2020,tx,1
248,Sun May 17 23:52:25 +0000 2020,pa,-1
249,Sun May 17 23:52:24 +0000 2020,fl,-1
250,Sun May 17 23:52:21 +0000 2020,tx,-1
251,Sun May 17 23:52:16 +0000 2020,az,-1
252,Sun May 17 23:52:15 +0000 2020,tx,1
253,Sun May 17 23:52:13 +0000 2020,ca,1
254,Sun May 17 23:52:11 +0000 2020,ga,1
255,Sun May 17 23:52:09 +0000 2020,vt,1
256,Sun May 17 23:52:02 +0000 2020,ny,-1
257,Sun May 17 23:52:00 +0000 2020,ny,1
258,Sun May 17 23:52:00 +0000 2020,fl,1
259,Sun May 17 23:51:58 +0000 2020,il,1
260,Sun May 17 23:51:56 +0000 2020,fl,-1
261,Sun May 17 23:51:54 +0000 2020,ny,1
262,Sun May 17 23:51:54 +0000 2020,ga,-1
263,Sun May 17 23:51:54 +0000 2020,tn,-1
264,Sun May 17 23:51:53 +0000 2020,ca,-1
265,Sun May 17 23:51:53 +0000 2020,wi,-1
266,Sun May 17 23:51:51 +0000 2020,md,1
267,Sun May 17 23:51:44 +0000 2020,il,1
268,Sun May 17 23:51:41 +0000 2020,ga,-1
269,Sun May 17 23:51:39 +0000 2020,il,1
270,Sun May 17 23:51:38 +0000 2020,ny,-1
271,Sun May 17 23:51:37 +0000 2020,fl,-1
272,Sun May 17 23:51:37 +0000 2020,ny,-1
273,Sun May 17 23:51:34 +0000 2020,ca,-1
274,Sun May 17 23:51:31 +0000 2020,tx,1
276,Sun May 17 23:51:30 +0000 2020,ny,-1
277,Sun May 17 23:51:27 +0000 2020,ny,-1
278,Sun May 17 23:51:26 +0000 2020,ga,1
280,Sun May 17 23:51:23 +0000 2020,dc,-1
281,Sun May 17 23:51:23 +0000 2020,wa,1
282,Sun May 17 23:51:22 +0000 2020,il,-1
283,Sun May 17 23:51:20 +0000 2020,tx,1
284,Sun May 17 23:51:20 +0000 2020,in,1
285,Sun May 17 23:51:17 +0000 2020,fl,1
286,Sun May 17 23:51:17 +0000 2020,mn,-1
287,Sun May 17 23:51:15 +0000 2020,tx,-1
288,Sun May 17 23:51:15 +0000 2020,tx,1
289,Sun May 17 23:51:14 +0000 2020,az,-1
290,Sun May 17 23:51:13 +0000 2020,ny,1
292,Sun May 17 23:51:13 +0000 2020,ca,1
293,Sun May 17 23:51:07 +0000 2020,fl,1
294,Sun May 17 23:51:07 +0000 2020,la,1
295,Sun May 17 23:51:05 +0000 2020,fl,1
296,Sun May 17 23:51:04 +0000 2020,nc,1
297,Sun May 17 23:51:03 +0000 2020,nm,-1
299,Sun May 17 23:50:59 +0000 2020,ga,-1
300,Sun May 17 23:50:56 +0000 2020,mn,-1
301,Sun May 17 23:50:54 +0000 2020,ga,-1
302,Sun May 17 23:50:54 +0000 2020,wa,-1
303,Sun May 17 23:50:53 +0000 2020,hi,-1
304,Sun May 17 23:50:53 +0000 2020,ca,-1
305,Sun May 17 23:50:52 +0000 2020,pa,1
306,Sun May 17 23:50:51 +0000 2020,il,-1
310,Sun May 17 23:50:49 +0000 2020,wi,-1
311,Sun May 17 23:50:49 +0000 2020,ca,-1
312,Sun May 17 23:50:48 +0000 2020,ca,-1
313,Sun May 17 23:50:45 +0000 2020,nm,-1
314,Sun May 17 23:50:43 +0000 2020,in,-1
315,Sun May 17 23:50:41 +0000 2020,nj,-1
316,Sun May 17 23:50:41 +0000 2020,la,-1
318,Sun May 17 23:50:38 +0000 2020,tn,1
320,Sun May 17 23:50:36 +0000 2020,nm,-1
321,Sun May 17 23:50:34 +0000 2020,ma,-1
322,Sun May 17 23:50:27 +0000 2020,ny,-1
323,Sun May 17 23:50:27 +0000 2020,pa,1
324,Sun May 17 23:50:27 +0000 2020,va,-1
325,Sun May 17 23:50:25 +0000 2020,tx,1
326,Sun May 17 23:50:25 +0000 2020,ca,1
327,Sun May 17 23:50:23 +0000 2020,co,1
328,Sun May 17 23:50:22 +0000 2020,dc,1
329,Sun May 17 23:50:21 +0000 2020,mo,1
330,Sun May 17 23:50:19 +0000 2020,ok,-1
331,Sun May 17 23:50:18 +0000 2020,fl,1
332,Sun May 17 23:50:12 +0000 2020,fl,-1
335,Sun May 17 23:50:05 +0000 2020,ga,-1
336,Sun May 17 23:50:04 +0000 2020,ny,-1
337,Sun May 17 23:50:02 +0000 2020,tx,1
338,Sun May 17 23:50:01 +0000 2020,tx,-1
339,Sun May 17 23:49:59 +0000 2020,ca,-1
340,Sun May 17 23:49:56 +0000 2020,mi,1
341,Sun May 17 23:49:55 +0000 2020,nj,1
342,Sun May 17 23:49:53 +0000 2020,pa,1
343,Sun May 17 23:49:51 +0000 2020,ok,-1
344,Sun May 17 23:49:51 +0000 2020,fl,1
345,Sun May 17 23:49:50 +0000 2020,il,1
346,Sun May 17 23:49:50 +0000 2020,nm,1
348,Sun May 17 23:49:47 +0000 2020,mo,-1
352,Sun May 17 23:49:42 +0000 2020,ca,-1
353,Sun May 17 23:49:41 +0000 2020,tn,-1
354,Sun May 17 23:49:41 +0000 2020,nj,1
355,Sun May 17 23:49:40 +0000 2020,or,1
356,Sun May 17 23:49:33 +0000 2020,la,-1
358,Sun May 17 23:49:26 +0000 2020,ma,-1
359,Sun May 17 23:49:24 +0000 2020,ca,-1
360,Sun May 17 23:49:19 +0000 2020,tx,-1
361,Sun May 17 23:49:17 +0000 2020,mn,1
363,Sun May 17 23:49:14 +0000 2020,dc,-1
364,Sun May 17 23:49:14 +0000 2020,pa,-1
366,Sun May 17 23:49:12 +0000 2020,ca,-1
368,Sun May 17 23:49:09 +0000 2020,ca,-1
369,Sun May 17 23:49:09 +0000 2020,az,-1
370,Sun May 17 23:49:08 +0000 2020,oh,-1
371,Sun May 17 23:49:06 +0000 2020,wa,1
372,Sun May 17 23:49:05 +0000 2020,ga,1
373,Sun May 17 23:49:04 +0000 2020,co,-1
374,Sun May 17 23:49:00 +0000 2020,ct,-1
375,Sun May 17 23:48:59 +0000 2020,tx,-1
376,Sun May 17 23:48:57 +0000 2020,tx,1
377,Sun May 17 23:48:56 +0000 2020,ca,-1
379,Sun May 17 23:48:50 +0000 2020,fl,1
380,Sun May 17 23:48:49 +0000 2020,ny,-1
381,Sun May 17 23:48:49 +0000 2020,fl,1
382,Sun May 17 23:48:41 +0000 2020,fl,-1
383,Sun May 17 23:48:40 +0000 2020,ny,1
384,Sun May 17 23:48:39 +0000 2020,ca,1
385,Sun May 17 23:48:38 +0000 2020,tx,1
386,Sun May 17 23:48:35 +0000 2020,ca,-1
387,Sun May 17 23:48:33 +0000 2020,tn,1
388,Sun May 17 23:48:33 +0000 2020,ny,1
389,Sun May 17 23:48:33 +0000 2020,ny,-1
390,Sun May 17 23:48:24 +0000 2020,tx,1
391,Sun May 17 23:48:24 +0000 2020,tx,-1
392,Sun May 17 23:48:23 +0000 2020,ca,1
393,Sun May 17 23:48:22 +0000 2020,va,1
394,Sun May 17 23:48:20 +0000 2020,mi,1
396,Sun May 17 23:48:13 +0000 2020,ca,-1
397,Sun May 17 23:48:13 +0000 2020,co,-1
398,Sun May 17 23:48:12 +0000 2020,fl,-1
399,Sun May 17 23:48:11 +0000 2020,mi,1
400,Sun May 17 23:48:11 +0000 2020,tx,-1
401,Sun May 17 23:48:09 +0000 2020,nc,1
402,Sun May 17 23:48:09 +0000 2020,pa,1
403,Sun May 17 23:48:07 +0000 2020,fl,-1
404,Sun May 17 23:48:07 +0000 2020,ga,-1
406,Sun May 17 23:48:06 +0000 2020,fl,1
407,Sun May 17 23:48:03 +0000 2020,wi,-1
408,Sun May 17 23:48:00 +0000 2020,nc,1
410,Sun May 17 23:48:00 +0000 2020,wi,-1
412,Sun May 17 23:47:55 +0000 2020,tx,-1
414,Sun May 17 23:47:52 +0000 2020,ca,-1
415,Sun May 17 23:47:50 +0000 2020,co,1
416,Sun May 17 23:47:49 +0000 2020,il,-1
417,Sun May 17 23:47:48 +0000 2020,tx,-1
419,Sun May 17 23:47:43 +0000 2020,ca,-1
420,Sun May 17 23:47:41 +0000 2020,ny,-1
421,Sun May 17 23:47:36 +0000 2020,ca,-1
422,Sun May 17 23:47:30 +0000 2020,nj,-1
423,Sun May 17 23:47:26 +0000 2020,vt,1
424,Sun May 17 23:47:23 +0000 2020,ca,-1
425,Sun May 17 23:47:20 +0000 2020,ky,-1
427,Sun May 17 23:47:11 +0000 2020,al,1
428,Sun May 17 23:47:09 +0000 2020,wi,1
429,Sun May 17 23:47:08 +0000 2020,oh,1
430,Sun May 17 23:47:07 +0000 2020,ct,1
431,Sun May 17 23:47:06 +0000 2020,il,1
432,Sun May 17 23:47:05 +0000 2020,mt,1
433,Sun May 17 23:47:04 +0000 2020,ca,1
434,Sun May 17 23:47:02 +0000 2020,pa,1
435,Sun May 17 23:47:00 +0000 2020,dc,1
436,Sun May 17 23:46:56 +0000 2020,ri,1
437,Sun May 17 23:46:55 +0000 2020,oh,1
438,Sun May 17 23:46:54 +0000 2020,la,1
439,Sun May 17 23:46:53 +0000 2020,ny,1
440,Sun May 17 23:46:52 +0000 2020,sc,-1
441,Sun May 17 23:46:51 +0000 2020,az,-1
442,Sun May 17 23:46:46 +0000 2020,ga,1
443,Sun May 17 23:46:46 +0000 2020,ny,-1
444,Sun May 17 23:46:43 +0000 2020,mo,-1
446,Sun May 17 23:46:41 +0000 2020,nj,1
447,Sun May 17 23:46:36 +0000 2020,in,1
448,Sun May 17 23:46:35 +0000 2020,sd,-1
451,Sun May 17 23:46:29 +0000 2020,ca,-1
452,Sun May 17 23:46:27 +0000 2020,mi,1
453,Sun May 17 23:46:25 +0000 2020,il,-1
454,Sun May 17 23:46:23 +0000 2020,id,1
455,Sun May 17 23:46:10 +0000 2020,ny,1
457,Sun May 17 23:46:08 +0000 2020,oh,1
458,Sun May 17 23:46:01 +0000 2020,fl,-1
460,Sun May 17 23:45:58 +0000 2020,fl,-1
461,Sun May 17 23:45:57 +0000 2020,ny,-1
462,Sun May 17 23:45:54 +0000 2020,sc,-1
463,Sun May 17 23:45:53 +0000 2020,ca,-1
464,Sun May 17 23:45:51 +0000 2020,fl,1
465,Sun May 17 23:45:42 +0000 2020,fl,1
466,Sun May 17 23:45:40 +0000 2020,tn,1
467,Sun May 17 23:45:40 +0000 2020,il,1
469,Sun May 17 23:45:37 +0000 2020,ca,-1
470,Sun May 17 23:45:37 +0000 2020,fl,1
471,Sun May 17 23:45:32 +0000 2020,or,1
472,Sun May 17 23:45:30 +0000 2020,fl,1
473,Sun May 17 23:45:28 +0000 2020,fl,1
474,Sun May 17 23:45:27 +0000 2020,la,-1
475,Sun May 17 23:45:26 +0000 2020,dc,1
476,Sun May 17 23:45:24 +0000 2020,mi,-1
477,Sun May 17 23:45:24 +0000 2020,nj,-1
479,Sun May 17 23:45:13 +0000 2020,ny,-1
481,Sun May 17 23:45:08 +0000 2020,ny,1
482,Sun May 17 23:45:07 +0000 2020,sc,1
483,Sun May 17 23:45:07 +0000 2020,ms,1
484,Sun May 17 23:45:07 +0000 2020,ny,1
485,Sun May 17 23:45:07 +0000 2020,ca,-1
486,Sun May 17 23:45:06 +0000 2020,wa,-1
487,Sun May 17 23:45:06 +0000 2020,ok,1
488,Sun May 17 23:45:05 +0000 2020,tx,1
489,Sun May 17 23:45:03 +0000 2020,tx,-1
490,Sun May 17 23:45:00 +0000 2020,ky,1
491,Sun May 17 23:44:59 +0000 2020,ny,1
492,Sun May 17 23:44:58 +0000 2020,in,1
493,Sun May 17 23:44:57 +0000 2020,va,-1
494,Sun May 17 23:44:57 +0000 2020,ca,1
495,Sun May 17 23:44:56 +0000 2020,ma,1
496,Sun May 17 23:44:52 +0000 2020,ks,1
497,Sun May 17 23:44:52 +0000 2020,fl,1
498,Sun May 17 23:44:51 +0000 2020,ny,1
499,Sun May 17 23:44:49 +0000 2020,ak,1
500,Sun May 17 23:44:48 +0000 2020,ne,1
501,Sun May 17 23:44:46 +0000 2020,al,1
502,Sun May 17 23:44:45 +0000 2020,ar,-1
503,Sun May 17 23:44:43 +0000 2020,nj,1
504,Sun May 17 23:44:36 +0000 2020,va,-1
505,Sun May 17 23:44:35 +0000 2020,me,-1
506,Sun May 17 23:44:27 +0000 2020,ga,-1
507,Sun May 17 23:44:27 +0000 2020,ga,-1
508,Sun May 17 23:44:24 +0000 2020,fl,1
509,Sun May 17 23:44:18 +0000 2020,pa,1
510,Sun May 17 23:44:17 +0000 2020,ca,1
511,Sun May 17 23:44:16 +0000 2020,al,-1
512,Sun May 17 23:44:16 +0000 2020,ky,-1
513,Sun May 17 23:44:16 +0000 2020,ma,-1
514,Sun May 17 23:44:13 +0000 2020,oh,1
515,Sun May 17 23:44:13 +0000 2020,mi,-1
516,Sun May 17 23:44:10 +0000 2020,md,1
517,Sun May 17 23:44:09 +0000 2020,ny,-1
519,Sun May 17 23:44:05 +0000 2020,fl,1
520,Sun May 17 23:44:00 +0000 2020,nv,-1
522,Sun May 17 23:43:58 +0000 2020,fl,1
523,Sun May 17 23:43:56 +0000 2020,ca,1
525,Sun May 17 23:43:51 +0000 2020,ca,-1
526,Sun May 17 23:43:48 +0000 2020,fl,-1
527,Sun May 17 23:43:45 +0000 2020,ga,1
528,Sun May 17 23:43:41 +0000 2020,tn,1
529,Sun May 17 23:43:39 +0000 2020,nh,-1
530,Sun May 17 23:43:31 +0000 2020,nv,1
531,Sun May 17 23:43:29 +0000 2020,nj,1
532,Sun May 17 23:43:27 +0000 2020,ga,1
533,Sun May 17 23:43:24 +0000 2020,ca,-1
534,Sun May 17 23:43:23 +0000 2020,pa,1
535,Sun May 17 23:43:21 +0000 2020,ny,1
536,Sun May 17 23:43:20 +0000 2020,sc,1
537,Sun May 17 23:43:19 +0000 2020,mo,1
538,Sun May 17 23:43:12 +0000 2020,fl,-1
539,Sun May 17 23:43:12 +0000 2020,mo,1
540,Sun May 17 23:43:11 +0000 2020,al,1
542,Sun May 17 23:43:08 +0000 2020,fl,1
544,Sun May 17 23:43:05 +0000 2020,il,-1
545,Sun May 17 23:43:04 +0000 2020,tx,-1
546,Sun May 17 23:43:03 +0000 2020,tn,1
547,Sun May 17 23:43:02 +0000 2020,ca,-1
548,Sun May 17 23:43:02 +0000 2020,md,1
549,Sun May 17 23:42:57 +0000 2020,ks,-1
550,Sun May 17 23:42:57 +0000 2020,tx,-1
551,Sun May 17 23:42:54 +0000 2020,tn,1
552,Sun May 17 23:42:53 +0000 2020,ia,1
553,Sun May 17 23:42:48 +0000 2020,ne,1
554,Sun May 17 23:42:44 +0000 2020,il,1
555,Sun May 17 23:42:41 +0000 2020,oh,-1
556,Sun May 17 23:42:41 +0000 2020,il,1
557,Sun May 17 23:42:40 +0000 2020,ca,1
558,Sun May 17 23:42:37 +0000 2020,ca,-1
559,Sun May 17 23:42:37 +0000 2020,me,1
560,Sun May 17 23:42:36 +0000 2020,ny,1
561,Sun May 17 23:42:36 +0000 2020,ny,-1
563,Sun May 17 23:42:34 +0000 2020,nc,1
564,Sun May 17 23:42:33 +0000 2020,fl,-1
565,Sun May 17 23:42:31 +0000 2020,ms,-1
566,Sun May 17 23:42:27 +0000 2020,fl,1
567,Sun May 17 23:42:27 +0000 2020,ca,1
568,Sun May 17 23:42:23 +0000 2020,fl,-1
569,Sun May 17 23:42:20 +0000 2020,tx,1
570,Sun May 17 23:42:19 +0000 2020,sc,1
571,Sun May 17 23:42:18 +0000 2020,ma,1
572,Sun May 17 23:42:17 +0000 2020,pa,1
573,Sun May 17 23:42:10 +0000 2020,fl,-1
574,Sun May 17 23:42:08 +0000 2020,ny,-1
575,Sun May 17 23:42:07 +0000 2020,ky,1
576,Sun May 17 23:42:05 +0000 2020,ca,1
577,Sun May 17 23:42:03 +0000 2020,hi,1
578,Sun May 17 23:42:02 +0000 2020,wi,1
579,Sun May 17 23:42:01 +0000 2020,tx,1
580,Sun May 17 23:42:00 +0000 2020,vt,1
581,Sun May 17 23:41:58 +0000 2020,nc,1
582,Sun May 17 23:41:57 +0000 2020,ks,1
583,Sun May 17 23:41:53 +0000 2020,dc,1
584,Sun May 17 23:41:52 +0000 2020,la,1
