,time,state,label
73,Tue May 05 23:57:13 +0000 2020,pa,-1
74,Tue May 05 23:57:11 +0000 2020,ny,-1
75,Tue May 05 23:57:10 +0000 2020,nj,-1
76,Tue May 05 23:57:09 +0000 2020,md,-1
77,Tue May 05 23:57:09 +0000 2020,ak,-1
78,Tue May 05 23:57:08 +0000 2020,wi,-1
79,Tue May 05 23:57:05 +0000 2020,az,1
81,Tue May 05 23:57:04 +0000 2020,va,-1
82,Tue May 05 23:57:02 +0000 2020,ny,-1
83,Tue May 05 23:57:01 +0000 2020,ms,1
84,Tue May 05 23:57:00 +0000 2020,tx,-1
85,Tue May 05 23:57:00 +0000 2020,ca,-1
86,Tue May 05 23:56:59 +0000 2020,az,-1
87,Tue May 05 23:56:56 +0000 2020,oh,1
88,Tue May 05 23:56:52 +0000 2020,tx,-1
89,Tue May 05 23:56:51 +0000 2020,ca,-1
90,Tue May 05 23:56:50 +0000 2020,tn,1
91,Tue May 05 23:56:49 +0000 2020,oh,-1
92,Tue May 05 23:56:48 +0000 2020,ca,1
93,Tue May 05 23:56:42 +0000 2020,oh,1
94,Tue May 05 23:56:41 +0000 2020,va,-1
95,Tue May 05 23:56:39 +0000 2020,ca,-1
96,Tue May 05 23:56:38 +0000 2020,in,-1
97,Tue May 05 23:56:33 +0000 2020,fl,-1
98,Tue May 05 23:56:31 +0000 2020,il,-1
101,Tue May 05 23:56:26 +0000 2020,nj,-1
102,Tue May 05 23:56:26 +0000 2020,ny,-1
103,Tue May 05 23:56:25 +0000 2020,fl,-1
104,Tue May 05 23:56:24 +0000 2020,ca,-1
105,Tue May 05 23:56:18 +0000 2020,ma,-1
106,Tue May 05 23:56:18 +0000 2020,or,-1
107,Tue May 05 23:56:16 +0000 2020,fl,-1
108,Tue May 05 23:56:16 +0000 2020,dc,-1
109,Tue May 05 23:56:15 +0000 2020,pa,-1
110,Tue May 05 23:56:14 +0000 2020,az,-1
112,Tue May 05 23:56:09 +0000 2020,mi,1
113,Tue May 05 23:56:06 +0000 2020,tx,-1
114,Tue May 05 23:56:05 +0000 2020,ut,-1
115,Tue May 05 23:56:04 +0000 2020,ma,-1
116,Tue May 05 23:56:04 +0000 2020,nv,-1
117,Tue May 05 23:56:02 +0000 2020,wa,-1
118,Tue May 05 23:56:00 +0000 2020,fl,-1
119,Tue May 05 23:56:00 +0000 2020,ok,-1
120,Tue May 05 23:55:59 +0000 2020,nj,-1
121,Tue May 05 23:55:59 +0000 2020,ny,-1
122,Tue May 05 23:55:58 +0000 2020,md,-1
123,Tue May 05 23:55:56 +0000 2020,ca,-1
124,Tue May 05 23:55:55 +0000 2020,nc,-1
125,Tue May 05 23:55:52 +0000 2020,fl,-1
126,Tue May 05 23:55:51 +0000 2020,va,-1
127,Tue May 05 23:55:51 +0000 2020,ct,-1
128,Tue May 05 23:55:49 +0000 2020,oh,1
129,Tue May 05 23:55:46 +0000 2020,va,-1
130,Tue May 05 23:55:45 +0000 2020,az,-1
131,Tue May 05 23:55:43 +0000 2020,va,1
132,Tue May 05 23:55:40 +0000 2020,nj,-1
133,Tue May 05 23:55:40 +0000 2020,sc,1
134,Tue May 05 23:55:38 +0000 2020,tx,-1
135,Tue May 05 23:55:35 +0000 2020,pa,-1
136,Tue May 05 23:55:35 +0000 2020,fl,1
137,Tue May 05 23:55:33 +0000 2020,mo,-1
139,Tue May 05 23:55:33 +0000 2020,sc,-1
140,Tue May 05 23:55:30 +0000 2020,mn,-1
141,Tue May 05 23:55:29 +0000 2020,mn,-1
142,Tue May 05 23:55:27 +0000 2020,wa,-1
143,Tue May 05 23:55:23 +0000 2020,tx,-1
145,Tue May 05 23:55:22 +0000 2020,dc,1
146,Tue May 05 23:55:21 +0000 2020,ca,-1
147,Tue May 05 23:55:21 +0000 2020,ca,-1
148,Tue May 05 23:55:20 +0000 2020,pa,-1
149,Tue May 05 23:55:17 +0000 2020,ca,-1
150,Tue May 05 23:55:17 +0000 2020,mo,-1
151,Tue May 05 23:55:14 +0000 2020,tx,1
153,Tue May 05 23:55:08 +0000 2020,ms,1
155,Tue May 05 23:55:00 +0000 2020,ny,1
156,Tue May 05 23:54:57 +0000 2020,az,-1
157,Tue May 05 23:54:57 +0000 2020,ma,-1
158,Tue May 05 23:54:55 +0000 2020,fl,-1
159,Tue May 05 23:54:55 +0000 2020,or,-1
161,Tue May 05 23:54:54 +0000 2020,tx,-1
162,Tue May 05 23:54:51 +0000 2020,co,-1
163,Tue May 05 23:54:47 +0000 2020,ny,1
164,Tue May 05 23:54:46 +0000 2020,il,-1
165,Tue May 05 23:54:45 +0000 2020,ga,-1
166,Tue May 05 23:54:42 +0000 2020,la,-1
167,Tue May 05 23:54:41 +0000 2020,il,-1
168,Tue May 05 23:54:41 +0000 2020,ny,-1
169,Tue May 05 23:54:39 +0000 2020,dc,-1
170,Tue May 05 23:54:38 +0000 2020,ca,-1
172,Tue May 05 23:54:36 +0000 2020,or,-1
173,Tue May 05 23:54:33 +0000 2020,nc,-1
174,Tue May 05 23:54:31 +0000 2020,ny,1
175,Tue May 05 23:54:31 +0000 2020,in,-1
176,Tue May 05 23:54:31 +0000 2020,al,-1
177,Tue May 05 23:54:28 +0000 2020,ca,-1
178,Tue May 05 23:54:25 +0000 2020,ga,-1
179,Tue May 05 23:54:25 +0000 2020,fl,-1
180,Tue May 05 23:54:25 +0000 2020,az,1
181,Tue May 05 23:54:22 +0000 2020,pa,-1
182,Tue May 05 23:54:22 +0000 2020,oh,-1
183,Tue May 05 23:54:22 +0000 2020,sc,-1
184,Tue May 05 23:54:22 +0000 2020,ga,1
185,Tue May 05 23:54:19 +0000 2020,nd,1
186,Tue May 05 23:54:18 +0000 2020,ny,-1
188,Tue May 05 23:54:17 +0000 2020,ma,-1
189,Tue May 05 23:54:14 +0000 2020,mt,-1
190,Tue May 05 23:54:13 +0000 2020,ca,-1
191,Tue May 05 23:54:11 +0000 2020,ny,-1
192,Tue May 05 23:53:59 +0000 2020,nj,-1
193,Tue May 05 23:53:58 +0000 2020,il,-1
194,Tue May 05 23:53:58 +0000 2020,ct,1
195,Tue May 05 23:53:58 +0000 2020,co,1
196,Tue May 05 23:53:57 +0000 2020,ca,-1
197,Tue May 05 23:53:52 +0000 2020,ky,-1
198,Tue May 05 23:53:51 +0000 2020,ny,-1
199,Tue May 05 23:53:50 +0000 2020,mi,-1
200,Tue May 05 23:53:48 +0000 2020,mi,-1
201,Tue May 05 23:53:48 +0000 2020,la,-1
202,Tue May 05 23:53:47 +0000 2020,ca,1
203,Tue May 05 23:53:47 +0000 2020,pa,-1
204,Tue May 05 23:53:46 +0000 2020,ca,1
205,Tue May 05 23:53:44 +0000 2020,ma,-1
206,Tue May 05 23:53:44 +0000 2020,tx,-1
207,Tue May 05 23:53:44 +0000 2020,ca,-1
208,Tue May 05 23:53:43 +0000 2020,nm,-1
209,Tue May 05 23:53:39 +0000 2020,me,-1
212,Tue May 05 23:53:32 +0000 2020,oh,-1
213,Tue May 05 23:53:27 +0000 2020,co,-1
214,Tue May 05 23:53:25 +0000 2020,pa,-1
217,Tue May 05 23:53:20 +0000 2020,ca,-1
219,Tue May 05 23:53:15 +0000 2020,nj,-1
220,Tue May 05 23:53:14 +0000 2020,wa,1
221,Tue May 05 23:53:13 +0000 2020,or,-1
222,Tue May 05 23:53:11 +0000 2020,co,-1
223,Tue May 05 23:53:07 +0000 2020,nd,-1
224,Tue May 05 23:53:07 +0000 2020,ca,-1
225,Tue May 05 23:53:04 +0000 2020,az,-1
226,Tue May 05 23:53:00 +0000 2020,oh,-1
227,Tue May 05 23:52:59 +0000 2020,ca,-1
228,Tue May 05 23:52:57 +0000 2020,tx,1
229,Tue May 05 23:52:56 +0000 2020,la,1
230,Tue May 05 23:52:55 +0000 2020,va,-1
231,Tue May 05 23:52:55 +0000 2020,pa,1
232,Tue May 05 23:52:54 +0000 2020,ca,-1
233,Tue May 05 23:52:52 +0000 2020,ca,-1
234,Tue May 05 23:52:51 +0000 2020,fl,-1
235,Tue May 05 23:52:50 +0000 2020,or,-1
236,Tue May 05 23:52:48 +0000 2020,ut,-1
237,Tue May 05 23:52:46 +0000 2020,az,-1
238,Tue May 05 23:52:46 +0000 2020,ca,1
239,Tue May 05 23:52:46 +0000 2020,vt,-1
240,Tue May 05 23:52:45 +0000 2020,nc,1
241,Tue May 05 23:52:42 +0000 2020,ca,-1
243,Tue May 05 23:52:40 +0000 2020,or,-1
244,Tue May 05 23:52:40 +0000 2020,ca,-1
245,Tue May 05 23:52:40 +0000 2020,al,1
246,Tue May 05 23:52:37 +0000 2020,ok,-1
247,Tue May 05 23:52:36 +0000 2020,tx,-1
248,Tue May 05 23:52:33 +0000 2020,ca,-1
249,Tue May 05 23:52:33 +0000 2020,ct,-1
250,Tue May 05 23:52:32 +0000 2020,ny,-1
251,Tue May 05 23:52:27 +0000 2020,ny,-1
252,Tue May 05 23:52:27 +0000 2020,ca,1
254,Tue May 05 23:52:25 +0000 2020,co,-1
255,Tue May 05 23:52:16 +0000 2020,or,1
256,Tue May 05 23:52:15 +0000 2020,ny,-1
257,Tue May 05 23:52:14 +0000 2020,ma,-1
258,Tue May 05 23:52:13 +0000 2020,or,1
259,Tue May 05 23:52:12 +0000 2020,nh,-1
260,Tue May 05 23:52:12 +0000 2020,tn,1
261,Tue May 05 23:52:10 +0000 2020,nj,-1
262,Tue May 05 23:52:09 +0000 2020,wa,-1
263,Tue May 05 23:52:09 +0000 2020,wa,1
264,Tue May 05 23:52:06 +0000 2020,fl,-1
265,Tue May 05 23:52:06 +0000 2020,ok,1
266,Tue May 05 23:52:05 +0000 2020,wa,-1
267,Tue May 05 23:52:04 +0000 2020,ny,-1
268,Tue May 05 23:52:04 +0000 2020,ca,-1
269,Tue May 05 23:52:03 +0000 2020,ny,-1
271,Tue May 05 23:51:59 +0000 2020,nj,-1
272,Tue May 05 23:51:56 +0000 2020,ma,-1
273,Tue May 05 23:51:53 +0000 2020,ct,-1
274,Tue May 05 23:51:52 +0000 2020,il,1
276,Tue May 05 23:51:49 +0000 2020,ca,-1
277,Tue May 05 23:51:48 +0000 2020,ca,-1
278,Tue May 05 23:51:46 +0000 2020,az,1
280,Tue May 05 23:51:45 +0000 2020,wi,-1
281,Tue May 05 23:51:44 +0000 2020,co,-1
282,Tue May 05 23:51:42 +0000 2020,oh,-1
284,Tue May 05 23:51:40 +0000 2020,pa,-1
285,Tue May 05 23:51:40 +0000 2020,il,-1
286,Tue May 05 23:51:39 +0000 2020,ny,1
287,Tue May 05 23:51:38 +0000 2020,ny,-1
288,Tue May 05 23:51:38 +0000 2020,ny,-1
290,Tue May 05 23:51:34 +0000 2020,ok,-1
291,Tue May 05 23:51:33 +0000 2020,in,-1
292,Tue May 05 23:51:31 +0000 2020,tx,-1
293,Tue May 05 23:51:31 +0000 2020,pa,-1
294,Tue May 05 23:51:27 +0000 2020,fl,-1
295,Tue May 05 23:51:26 +0000 2020,wi,-1
296,Tue May 05 23:51:26 +0000 2020,md,-1
297,Tue May 05 23:51:20 +0000 2020,ca,-1
298,Tue May 05 23:51:19 +0000 2020,wi,-1
299,Tue May 05 23:51:18 +0000 2020,oh,1
300,Tue May 05 23:51:16 +0000 2020,il,-1
302,Tue May 05 23:51:15 +0000 2020,ny,-1
303,Tue May 05 23:51:14 +0000 2020,ar,1
304,Tue May 05 23:51:13 +0000 2020,tx,-1
305,Tue May 05 23:51:13 +0000 2020,ca,1
306,Tue May 05 23:51:13 +0000 2020,mt,-1
308,Tue May 05 23:51:08 +0000 2020,oh,-1
309,Tue May 05 23:51:01 +0000 2020,fl,-1
310,Tue May 05 23:51:00 +0000 2020,co,-1
311,Tue May 05 23:50:58 +0000 2020,fl,-1
312,Tue May 05 23:50:56 +0000 2020,ny,-1
313,Tue May 05 23:50:53 +0000 2020,in,-1
314,Tue May 05 23:50:52 +0000 2020,nv,-1
315,Tue May 05 23:50:48 +0000 2020,ca,-1
316,Tue May 05 23:50:48 +0000 2020,ny,1
317,Tue May 05 23:50:48 +0000 2020,tx,-1
318,Tue May 05 23:50:47 +0000 2020,wa,1
319,Tue May 05 23:50:47 +0000 2020,la,-1
322,Tue May 05 23:50:41 +0000 2020,ga,-1
323,Tue May 05 23:50:32 +0000 2020,wa,-1
324,Tue May 05 23:50:30 +0000 2020,fl,-1
325,Tue May 05 23:50:28 +0000 2020,oh,-1
326,Tue May 05 23:50:25 +0000 2020,co,-1
327,Tue May 05 23:50:25 +0000 2020,wa,-1
328,Tue May 05 23:50:25 +0000 2020,az,1
329,Tue May 05 23:50:21 +0000 2020,il,-1
330,Tue May 05 23:50:20 +0000 2020,pa,-1
331,Tue May 05 23:50:19 +0000 2020,tx,1
332,Tue May 05 23:50:18 +0000 2020,ca,1
333,Tue May 05 23:50:17 +0000 2020,ny,-1
334,Tue May 05 23:50:15 +0000 2020,ca,-1
335,Tue May 05 23:50:15 +0000 2020,mi,1
336,Tue May 05 23:50:14 +0000 2020,nc,-1
337,Tue May 05 23:50:14 +0000 2020,il,-1
338,Tue May 05 23:50:12 +0000 2020,nc,-1
339,Tue May 05 23:50:09 +0000 2020,mi,-1
342,Tue May 05 23:50:04 +0000 2020,dc,-1
343,Tue May 05 23:50:03 +0000 2020,ca,-1
344,Tue May 05 23:50:02 +0000 2020,mi,-1
345,Tue May 05 23:50:02 +0000 2020,ca,-1
346,Tue May 05 23:50:01 +0000 2020,tx,-1
347,Tue May 05 23:49:58 +0000 2020,ny,-1
348,Tue May 05 23:49:58 +0000 2020,tx,-1
350,Tue May 05 23:49:56 +0000 2020,il,-1
351,Tue May 05 23:49:53 +0000 2020,mi,-1
352,Tue May 05 23:49:51 +0000 2020,ca,-1
353,Tue May 05 23:49:49 +0000 2020,wa,-1
354,Tue May 05 23:49:47 +0000 2020,wi,-1
355,Tue May 05 23:49:46 +0000 2020,co,-1
356,Tue May 05 23:49:45 +0000 2020,ky,-1
357,Tue May 05 23:49:45 +0000 2020,ca,-1
358,Tue May 05 23:49:43 +0000 2020,dc,-1
359,Tue May 05 23:49:41 +0000 2020,ca,-1
360,Tue May 05 23:49:40 +0000 2020,va,1
361,Tue May 05 23:49:35 +0000 2020,or,1
363,Tue May 05 23:49:34 +0000 2020,ks,1
364,Tue May 05 23:49:33 +0000 2020,tx,-1
365,Tue May 05 23:49:32 +0000 2020,oh,-1
366,Tue May 05 23:49:32 +0000 2020,fl,-1
367,Tue May 05 23:49:30 +0000 2020,ca,1
369,Tue May 05 23:49:28 +0000 2020,fl,-1
370,Tue May 05 23:49:25 +0000 2020,tx,-1
371,Tue May 05 23:49:22 +0000 2020,ca,1
372,Tue May 05 23:49:21 +0000 2020,oh,-1
374,Tue May 05 23:49:16 +0000 2020,dc,-1
375,Tue May 05 23:49:15 +0000 2020,ny,-1
376,Tue May 05 23:49:15 +0000 2020,mi,-1
377,Tue May 05 23:49:13 +0000 2020,ca,1
378,Tue May 05 23:49:11 +0000 2020,tx,-1
379,Tue May 05 23:49:09 +0000 2020,ma,-1
380,Tue May 05 23:49:09 +0000 2020,al,-1
381,Tue May 05 23:49:07 +0000 2020,wa,-1
382,Tue May 05 23:49:06 +0000 2020,wa,-1
383,Tue May 05 23:49:00 +0000 2020,pa,-1
384,Tue May 05 23:48:57 +0000 2020,fl,-1
385,Tue May 05 23:48:46 +0000 2020,co,1
386,Tue May 05 23:48:45 +0000 2020,ca,1
387,Tue May 05 23:48:45 +0000 2020,ia,1
388,Tue May 05 23:48:45 +0000 2020,pa,-1
389,Tue May 05 23:48:43 +0000 2020,ar,-1
390,Tue May 05 23:48:42 +0000 2020,fl,-1
391,Tue May 05 23:48:41 +0000 2020,or,-1
392,Tue May 05 23:48:41 +0000 2020,az,-1
393,Tue May 05 23:48:39 +0000 2020,co,-1
394,Tue May 05 23:48:39 +0000 2020,ky,-1
395,Tue May 05 23:48:38 +0000 2020,tx,1
396,Tue May 05 23:48:36 +0000 2020,ca,-1
397,Tue May 05 23:48:34 +0000 2020,tx,-1
398,Tue May 05 23:48:33 +0000 2020,fl,-1
399,Tue May 05 23:48:33 +0000 2020,dc,-1
401,Tue May 05 23:48:31 +0000 2020,ny,-1
402,Tue May 05 23:48:30 +0000 2020,mt,-1
403,Tue May 05 23:48:30 +0000 2020,ca,1
404,Tue May 05 23:48:28 +0000 2020,me,-1
405,Tue May 05 23:48:27 +0000 2020,tx,-1
406,Tue May 05 23:48:26 +0000 2020,ny,-1
407,Tue May 05 23:48:21 +0000 2020,az,-1
408,Tue May 05 23:48:18 +0000 2020,ri,-1
409,Tue May 05 23:48:18 +0000 2020,de,-1
410,Tue May 05 23:48:18 +0000 2020,nc,-1
411,Tue May 05 23:48:17 +0000 2020,ca,-1
412,Tue May 05 23:48:16 +0000 2020,co,-1
413,Tue May 05 23:48:12 +0000 2020,ca,-1
414,Tue May 05 23:48:08 +0000 2020,fl,-1
415,Tue May 05 23:48:06 +0000 2020,ny,-1
417,Tue May 05 23:48:02 +0000 2020,me,1
418,Tue May 05 23:47:59 +0000 2020,ny,1
419,Tue May 05 23:47:58 +0000 2020,ny,-1
420,Tue May 05 23:47:56 +0000 2020,ct,-1
421,Tue May 05 23:47:53 +0000 2020,ca,-1
422,Tue May 05 23:47:51 +0000 2020,ca,1
423,Tue May 05 23:47:51 +0000 2020,oh,-1
424,Tue May 05 23:47:48 +0000 2020,il,1
425,Tue May 05 23:47:47 +0000 2020,il,-1
426,Tue May 05 23:47:46 +0000 2020,il,-1
427,Tue May 05 23:47:46 +0000 2020,ca,1
428,Tue May 05 23:47:46 +0000 2020,wa,-1
429,Tue May 05 23:47:45 +0000 2020,oh,-1
430,Tue May 05 23:47:44 +0000 2020,ny,-1
431,Tue May 05 23:47:40 +0000 2020,md,-1
432,Tue May 05 23:47:39 +0000 2020,al,-1
433,Tue May 05 23:47:39 +0000 2020,ca,-1
434,Tue May 05 23:47:38 +0000 2020,tx,-1
435,Tue May 05 23:47:37 +0000 2020,md,-1
436,Tue May 05 23:47:37 +0000 2020,mt,-1
437,Tue May 05 23:47:33 +0000 2020,tx,-1
438,Tue May 05 23:47:31 +0000 2020,ny,-1
439,Tue May 05 23:47:27 +0000 2020,ny,-1
440,Tue May 05 23:47:25 +0000 2020,ga,-1
441,Tue May 05 23:47:19 +0000 2020,la,-1
442,Tue May 05 23:47:19 +0000 2020,fl,-1
443,Tue May 05 23:47:19 +0000 2020,ny,-1
444,Tue May 05 23:47:13 +0000 2020,ca,-1
445,Tue May 05 23:47:12 +0000 2020,ny,-1
447,Tue May 05 23:47:11 +0000 2020,mo,-1
450,Tue May 05 23:47:09 +0000 2020,ca,-1
451,Tue May 05 23:47:02 +0000 2020,or,1
452,Tue May 05 23:47:01 +0000 2020,ga,-1
453,Tue May 05 23:47:01 +0000 2020,ut,-1
454,Tue May 05 23:46:59 +0000 2020,co,-1
455,Tue May 05 23:46:56 +0000 2020,co,-1
456,Tue May 05 23:46:56 +0000 2020,il,-1
457,Tue May 05 23:46:53 +0000 2020,wa,-1
458,Tue May 05 23:46:51 +0000 2020,ne,-1
459,Tue May 05 23:46:50 +0000 2020,fl,-1
460,Tue May 05 23:46:49 +0000 2020,ne,1
462,Tue May 05 23:46:46 +0000 2020,dc,-1
463,Tue May 05 23:46:45 +0000 2020,la,1
464,Tue May 05 23:46:45 +0000 2020,tx,1
465,Tue May 05 23:46:44 +0000 2020,nj,-1
466,Tue May 05 23:46:43 +0000 2020,ny,-1
467,Tue May 05 23:46:43 +0000 2020,mt,-1
468,Tue May 05 23:46:39 +0000 2020,ga,-1
470,Tue May 05 23:46:33 +0000 2020,fl,1
471,Tue May 05 23:46:33 +0000 2020,tx,-1
472,Tue May 05 23:46:32 +0000 2020,ca,-1
473,Tue May 05 23:46:31 +0000 2020,mi,-1
474,Tue May 05 23:46:30 +0000 2020,la,-1
475,Tue May 05 23:46:30 +0000 2020,dc,-1
476,Tue May 05 23:46:27 +0000 2020,ca,1
477,Tue May 05 23:46:25 +0000 2020,nj,-1
478,Tue May 05 23:46:23 +0000 2020,wa,-1
479,Tue May 05 23:46:23 +0000 2020,ca,1
481,Tue May 05 23:46:21 +0000 2020,nc,1
482,Tue May 05 23:46:15 +0000 2020,ny,-1
484,Tue May 05 23:46:12 +0000 2020,tn,-1
485,Tue May 05 23:46:10 +0000 2020,tx,1
486,Tue May 05 23:46:08 +0000 2020,ca,-1
487,Tue May 05 23:46:08 +0000 2020,ca,-1
488,Tue May 05 23:46:06 +0000 2020,wi,-1
489,Tue May 05 23:46:06 +0000 2020,in,-1
490,Tue May 05 23:46:05 +0000 2020,oh,-1
492,Tue May 05 23:46:03 +0000 2020,ny,-1
494,Tue May 05 23:46:03 +0000 2020,ny,1
495,Tue May 05 23:46:03 +0000 2020,ca,-1
497,Tue May 05 23:46:00 +0000 2020,in,-1
498,Tue May 05 23:45:59 +0000 2020,nc,-1
499,Tue May 05 23:45:58 +0000 2020,tx,-1
500,Tue May 05 23:45:58 +0000 2020,pa,-1
501,Tue May 05 23:45:57 +0000 2020,ca,1
502,Tue May 05 23:45:56 +0000 2020,ga,1
503,Tue May 05 23:45:56 +0000 2020,wa,-1
505,Tue May 05 23:45:54 +0000 2020,ct,-1
506,Tue May 05 23:45:54 +0000 2020,pa,-1
507,Tue May 05 23:45:53 +0000 2020,wa,-1
508,Tue May 05 23:45:52 +0000 2020,ny,-1
509,Tue May 05 23:45:49 +0000 2020,ia,-1
510,Tue May 05 23:45:49 +0000 2020,az,-1
511,Tue May 05 23:45:47 +0000 2020,tx,1
512,Tue May 05 23:45:42 +0000 2020,ny,-1
513,Tue May 05 23:45:39 +0000 2020,az,1
514,Tue May 05 23:45:39 +0000 2020,ca,-1
515,Tue May 05 23:45:38 +0000 2020,ca,-1
516,Tue May 05 23:45:36 +0000 2020,pa,1
517,Tue May 05 23:45:34 +0000 2020,ky,-1
518,Tue May 05 23:45:33 +0000 2020,ga,-1
519,Tue May 05 23:45:33 +0000 2020,tn,1
521,Tue May 05 23:45:29 +0000 2020,al,1
522,Tue May 05 23:45:29 +0000 2020,wa,-1
523,Tue May 05 23:45:27 +0000 2020,ny,-1
524,Tue May 05 23:45:25 +0000 2020,tx,-1
525,Tue May 05 23:45:25 +0000 2020,wa,-1
526,Tue May 05 23:45:24 +0000 2020,dc,-1
527,Tue May 05 23:45:23 +0000 2020,fl,1
529,Tue May 05 23:45:22 +0000 2020,ga,1
531,Tue May 05 23:45:20 +0000 2020,ut,-1
532,Tue May 05 23:45:19 +0000 2020,fl,-1
533,Tue May 05 23:45:19 +0000 2020,fl,-1
534,Tue May 05 23:45:13 +0000 2020,pa,-1
536,Tue May 05 23:45:11 +0000 2020,ia,-1
537,Tue May 05 23:45:10 +0000 2020,va,1
538,Tue May 05 23:45:09 +0000 2020,or,-1
539,Tue May 05 23:45:08 +0000 2020,ca,-1
540,Tue May 05 23:45:06 +0000 2020,ny,-1
541,Tue May 05 23:45:06 +0000 2020,oh,1
542,Tue May 05 23:45:05 +0000 2020,va,-1
543,Tue May 05 23:45:01 +0000 2020,il,1
544,Tue May 05 23:45:00 +0000 2020,or,-1
545,Tue May 05 23:45:00 +0000 2020,wi,1
546,Tue May 05 23:44:57 +0000 2020,nc,-1
548,Tue May 05 23:44:54 +0000 2020,tx,-1
549,Tue May 05 23:44:54 +0000 2020,ca,-1
550,Tue May 05 23:44:53 +0000 2020,md,1
551,Tue May 05 23:44:51 +0000 2020,al,-1
552,Tue May 05 23:44:47 +0000 2020,wa,-1
553,Tue May 05 23:44:47 +0000 2020,ca,-1
554,Tue May 05 23:44:44 +0000 2020,il,-1
555,Tue May 05 23:44:44 +0000 2020,in,1
556,Tue May 05 23:44:40 +0000 2020,pa,-1
557,Tue May 05 23:44:35 +0000 2020,ca,-1
558,Tue May 05 23:44:32 +0000 2020,nh,-1
559,Tue May 05 23:44:32 +0000 2020,mi,-1
561,Tue May 05 23:44:25 +0000 2020,fl,-1
562,Tue May 05 23:44:24 +0000 2020,ca,-1
563,Tue May 05 23:44:24 +0000 2020,ny,-1
564,Tue May 05 23:44:23 +0000 2020,ca,1
566,Tue May 05 23:44:22 +0000 2020,ca,-1
567,Tue May 05 23:44:20 +0000 2020,ny,-1
