,time,state,label
483,Fri May 08 23:42:11 +0000 2020,oh,-1
484,Fri May 08 23:42:09 +0000 2020,pa,-1
485,Fri May 08 23:42:04 +0000 2020,ca,-1
486,Fri May 08 23:42:01 +0000 2020,ca,1
487,Fri May 08 23:42:01 +0000 2020,mt,-1
488,Fri May 08 23:42:01 +0000 2020,il,-1
489,Fri May 08 23:41:55 +0000 2020,dc,1
490,Fri May 08 23:41:51 +0000 2020,fl,1
491,Fri May 08 23:41:36 +0000 2020,il,1
492,Fri May 08 23:41:35 +0000 2020,il,1
493,Fri May 08 23:41:32 +0000 2020,ny,-1
494,Fri May 08 23:41:31 +0000 2020,fl,1
495,Fri May 08 23:41:31 +0000 2020,pa,1
496,Fri May 08 23:41:30 +0000 2020,fl,-1
497,Fri May 08 23:41:24 +0000 2020,ca,1
498,Fri May 08 23:41:23 +0000 2020,ar,-1
499,Fri May 08 23:41:22 +0000 2020,ca,1
500,Fri May 08 23:41:15 +0000 2020,al,1
502,Fri May 08 23:41:00 +0000 2020,ca,-1
503,Fri May 08 23:40:59 +0000 2020,ca,-1
505,Fri May 08 23:40:47 +0000 2020,fl,1
506,Fri May 08 23:40:46 +0000 2020,ut,-1
507,Fri May 08 23:40:42 +0000 2020,md,1
508,Fri May 08 23:40:42 +0000 2020,ca,-1
509,Fri May 08 23:40:40 +0000 2020,il,-1
510,Fri May 08 23:40:37 +0000 2020,va,-1
511,Fri May 08 23:40:37 +0000 2020,ca,1
512,Fri May 08 23:40:33 +0000 2020,ca,-1
514,Fri May 08 23:40:21 +0000 2020,ms,1
515,Fri May 08 23:40:21 +0000 2020,tx,-1
516,Fri May 08 23:40:17 +0000 2020,az,-1
517,Fri May 08 23:40:14 +0000 2020,fl,1
519,Fri May 08 23:40:12 +0000 2020,la,1
520,Fri May 08 23:40:11 +0000 2020,me,1
521,Fri May 08 23:40:11 +0000 2020,mt,-1
522,Fri May 08 23:40:09 +0000 2020,in,1
523,Fri May 08 23:40:06 +0000 2020,in,-1
524,Fri May 08 23:40:00 +0000 2020,oh,1
525,Fri May 08 23:39:59 +0000 2020,ca,1
526,Fri May 08 23:39:58 +0000 2020,ca,-1
527,Fri May 08 23:39:53 +0000 2020,nm,1
528,Fri May 08 23:39:53 +0000 2020,tx,-1
529,Fri May 08 23:39:42 +0000 2020,sc,-1
530,Fri May 08 23:39:40 +0000 2020,ny,-1
532,Fri May 08 23:39:35 +0000 2020,tx,1
533,Fri May 08 23:39:34 +0000 2020,fl,-1
534,Fri May 08 23:39:32 +0000 2020,ca,1
535,Fri May 08 23:39:25 +0000 2020,pa,1
536,Fri May 08 23:39:16 +0000 2020,vt,-1
537,Fri May 08 23:39:16 +0000 2020,ga,1
538,Fri May 08 23:39:16 +0000 2020,tx,1
539,Fri May 08 23:39:13 +0000 2020,ca,-1
541,Fri May 08 23:39:04 +0000 2020,ky,-1
542,Fri May 08 23:39:03 +0000 2020,oh,1
544,Fri May 08 23:39:02 +0000 2020,ca,1
